employee_id,wave,wave_date,response_flag,overall,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,state,hipo_flag,department,role_level,compa_ratio,tenure_months,exit_dt,exit_type,regrettable_flag,salary,silence_run,prev_state,prev_overall,newly_silent,days_to_exit,exit_180,regret_180,invol_180
E01286,1,2024-03-08,True,3.5787500000000003,3.74,4.44,4.76,3.31,2.68,2.71,4.25,2.74,responded,False,Retail Banking,2,0.84,401,,,,122500.0,0,,,0,,0,0,0
E01286,2,2024-07-08,True,3.34875,3.04,4.79,3.92,1.91,2.99,2.84,4.71,2.59,responded,False,Retail Banking,2,0.84,401,,,,122500.0,0,responded,3.5787500000000003,0,,0,0,0
E01286,3,2024-10-31,True,3.5462499999999997,3.74,3.83,3.37,2.01,3.55,3.55,4.66,3.66,responded,False,Retail Banking,2,0.84,401,,,,122500.0,0,responded,3.34875,0,,0,0,0
E01286,4,2025-02-08,True,3.37,4.01,4.53,4.05,2.27,2.88,2.76,3.65,2.81,responded,False,Retail Banking,2,0.84,401,,,,122500.0,0,responded,3.5462499999999997,0,,0,0,0
E01286,5,2025-08-08,True,3.50875,3.91,4.47,3.93,3.38,3.47,2.03,4.14,2.74,responded,False,Retail Banking,2,0.84,401,,,,122500.0,0,responded,3.37,0,,0,0,0
E01287,1,2024-03-08,True,2.91375,2.76,2.64,1.46,3.48,2.43,3.68,3.36,3.5,responded,False,Corporate Operations,2,0.84,400,,,,121100.0,0,,,0,,0,0,0
E01287,2,2024-07-08,True,2.58875,2.08,2.22,1.56,2.81,1.83,3.49,3.77,2.95,responded,False,Corporate Operations,2,0.84,400,,,,121100.0,0,responded,2.91375,0,,0,0,0
E01287,3,2024-10-31,True,2.5524999999999998,2.53,1.72,1.21,3.33,1.0,4.28,4.2,2.15,responded,False,Corporate Operations,2,0.84,400,,,,121100.0,0,responded,2.58875,0,,0,0,0
E01287,4,2025-02-08,True,2.355,1.68,2.2,2.19,3.5,1.05,2.89,3.63,1.7,responded,False,Corporate Operations,2,0.84,400,,,,121100.0,0,responded,2.5524999999999998,0,,0,0,0
E01287,5,2025-08-08,True,2.72875,1.38,2.05,2.73,3.06,2.35,3.77,3.77,2.72,responded,False,Corporate Operations,2,0.84,400,,,,121100.0,0,responded,2.355,0,,0,0,0
E01288,1,2024-03-08,True,4.305,5.0,4.29,4.61,4.84,3.19,5.0,3.4,4.11,responded,False,Technology,3,0.98,400,,,,184200.0,0,,,0,,0,0,0
E01288,2,2024-07-08,False,,,,,,,,,,silent,False,Technology,3,0.98,400,,,,184200.0,1,responded,4.305,1,,0,0,0
E01288,3,2024-10-31,True,4.06625,5.0,4.28,4.69,3.21,3.53,5.0,3.85,2.97,responded,False,Technology,3,0.98,400,,,,184200.0,0,silent,,0,,0,0,0
E01288,4,2025-02-08,True,4.385,5.0,5.0,4.43,4.49,2.34,5.0,3.98,4.84,responded,False,Technology,3,0.98,400,,,,184200.0,0,responded,4.06625,0,,0,0,0
E01288,5,2025-08-08,True,4.53125,5.0,5.0,4.85,4.03,3.56,4.62,4.19,5.0,responded,False,Technology,3,0.98,400,,,,184200.0,0,responded,4.385,0,,0,0,0
E01289,1,2024-03-08,True,2.815,2.83,3.12,2.56,2.99,3.28,3.44,2.68,1.62,responded,False,Retail Banking,4,0.96,400,,,,230000.0,0,,,0,,0,0,0
E01289,2,2024-07-08,True,3.0162500000000003,2.19,3.56,2.34,2.37,4.37,4.0,2.69,2.61,responded,False,Retail Banking,4,0.96,400,,,,230000.0,0,responded,2.815,0,,0,0,0
E01289,3,2024-10-31,True,3.07625,2.68,4.62,2.89,2.16,4.64,3.43,2.15,2.04,responded,False,Retail Banking,4,0.96,400,,,,230000.0,0,responded,3.0162500000000003,0,,0,0,0
E01289,4,2025-02-08,False,,,,,,,,,,silent,False,Retail Banking,4,0.96,400,,,,230000.0,1,responded,3.07625,1,,0,0,0
E01289,5,2025-08-08,True,3.2725,2.67,4.78,4.77,1.92,3.65,3.66,2.02,2.71,responded,False,Retail Banking,4,0.96,400,,,,230000.0,0,silent,,0,,0,0,0
E01290,1,2024-03-08,True,2.985,2.32,2.34,3.96,3.26,2.2,3.44,2.96,3.4,responded,False,Insurance,3,0.98,400,,,,219100.0,0,,,0,,0,0,0
E01290,2,2024-07-08,True,3.38875,2.82,2.98,4.43,4.1,2.43,4.04,2.69,3.62,responded,False,Insurance,3,0.98,400,,,,219100.0,0,responded,2.985,0,,0,0,0
E01290,3,2024-10-31,True,2.97125,2.03,2.8,3.78,3.73,2.02,3.72,2.44,3.25,responded,False,Insurance,3,0.98,400,,,,219100.0,0,responded,3.38875,0,,0,0,0
E01290,4,2025-02-08,True,2.6725000000000003,1.18,2.22,3.94,3.67,2.96,2.99,2.53,1.89,responded,False,Insurance,3,0.98,400,,,,219100.0,0,responded,2.97125,0,,0,0,0
E01290,5,2025-08-08,True,2.9275,1.6,3.5,2.61,3.22,2.94,4.4,2.16,2.99,responded,False,Insurance,3,0.98,400,,,,219100.0,0,responded,2.6725000000000003,0,,0,0,0
E01291,1,2024-03-08,True,3.87,4.51,5.0,3.43,3.49,3.14,3.11,3.28,5.0,responded,False,Technology,2,0.85,400,,,,123300.0,0,,,0,,0,0,0
E01291,2,2024-07-08,True,3.73375,4.93,3.94,2.19,3.81,3.91,2.97,3.12,5.0,responded,False,Technology,2,0.85,400,,,,123300.0,0,responded,3.87,0,,0,0,0
E01291,3,2024-10-31,False,,,,,,,,,,silent,False,Technology,2,0.85,400,,,,123300.0,1,responded,3.73375,1,,0,0,0
E01291,4,2025-02-08,True,3.6675,4.46,2.62,3.1,3.38,4.02,3.93,2.83,5.0,responded,False,Technology,2,0.85,400,,,,123300.0,0,silent,,0,,0,0,0
E01291,5,2025-08-08,True,3.46375,3.79,3.22,2.85,3.98,4.13,3.46,2.45,3.83,responded,False,Technology,2,0.85,400,,,,123300.0,0,responded,3.6675,0,,0,0,0
E01292,1,2024-03-08,False,,,,,,,,,,silent,False,Retail Banking,2,0.86,400,,,,124400.0,1,,,0,,0,0,0
E01292,2,2024-07-08,True,2.03625,1.22,2.33,1.17,1.21,2.79,3.17,2.2,2.2,responded,False,Retail Banking,2,0.86,400,,,,124400.0,0,silent,,0,,0,0,0
E01292,3,2024-10-31,True,2.01375,1.0,2.41,1.07,1.86,2.77,2.57,1.99,2.44,responded,False,Retail Banking,2,0.86,400,,,,124400.0,0,responded,2.03625,0,,0,0,0
E01292,4,2025-02-08,True,2.5237499999999997,1.18,1.88,1.85,3.07,3.96,3.65,2.19,2.41,responded,False,Retail Banking,2,0.86,400,,,,124400.0,0,responded,2.01375,0,,0,0,0
E01292,5,2025-08-08,True,2.1674999999999995,1.0,2.4,1.0,3.04,2.39,3.8,1.09,2.62,responded,False,Retail Banking,2,0.86,400,,,,124400.0,0,responded,2.5237499999999997,0,,0,0,0
E01293,1,2024-03-08,True,3.52625,3.76,2.9,4.21,2.04,3.83,3.11,4.34,4.02,responded,False,Retail Banking,2,0.82,392,2025-04-11,voluntary,False,119500.0,0,,,0,399.0,0,0,0
E01293,2,2024-07-08,False,,,,,,,,,,silent,False,Retail Banking,2,0.82,392,2025-04-11,voluntary,False,119500.0,1,responded,3.52625,1,277.0,0,0,0
E01293,3,2024-10-31,False,,,,,,,,,,silent,False,Retail Banking,2,0.82,392,2025-04-11,voluntary,False,119500.0,2,silent,,0,162.0,1,0,0
E01293,4,2025-02-08,True,3.2612499999999995,4.22,2.97,3.71,1.0,3.67,3.1,4.26,3.16,responded,False,Retail Banking,2,0.82,392,2025-04-11,voluntary,False,119500.0,0,silent,,0,62.0,1,0,0
E01294,1,2024-03-08,True,1.8925,1.76,2.64,1.0,1.44,2.85,1.89,1.71,1.85,responded,False,Retail Banking,4,0.98,400,,,,336300.0,0,,,0,,0,0,0
E01294,2,2024-07-08,True,1.8512499999999998,2.56,2.29,1.0,1.19,2.26,2.43,1.44,1.64,responded,False,Retail Banking,4,0.98,400,,,,336300.0,0,responded,1.8925,0,,0,0,0
E01294,3,2024-10-31,True,1.975,3.09,1.9,1.32,1.71,1.96,2.18,1.8,1.84,responded,False,Retail Banking,4,0.98,400,,,,336300.0,0,responded,1.8512499999999998,0,,0,0,0
E01294,4,2025-02-08,True,2.0300000000000002,2.29,2.12,1.65,1.9,2.44,2.39,2.45,1.0,responded,False,Retail Banking,4,0.98,400,,,,336300.0,0,responded,1.975,0,,0,0,0
E01294,5,2025-08-08,False,,,,,,,,,,silent,False,Retail Banking,4,0.98,400,,,,336300.0,1,responded,2.0300000000000002,1,,0,0,0
E01295,1,2024-03-08,True,3.71375,2.73,3.91,4.25,4.02,3.88,4.13,4.32,2.47,responded,False,Corporate Operations,2,0.92,400,,,,133900.0,0,,,0,,0,0,0
E01295,2,2024-07-08,True,3.7300000000000004,3.07,3.26,4.41,4.19,4.81,4.44,2.94,2.72,responded,False,Corporate Operations,2,0.92,400,,,,133900.0,0,responded,3.71375,0,,0,0,0
E01295,3,2024-10-31,True,3.9050000000000002,2.93,3.65,4.32,5.0,5.0,3.81,3.51,3.02,responded,False,Corporate Operations,2,0.92,400,,,,133900.0,0,responded,3.7300000000000004,0,,0,0,0
E01295,4,2025-02-08,True,3.5162500000000003,3.54,2.99,2.93,4.7,5.0,3.25,2.56,3.16,responded,False,Corporate Operations,2,0.92,400,,,,133900.0,0,responded,3.9050000000000002,0,,0,0,0
E01295,5,2025-08-08,True,3.7762499999999997,4.22,3.84,2.2,4.71,5.0,4.2,3.6,2.44,responded,False,Corporate Operations,2,0.92,400,,,,133900.0,0,responded,3.5162500000000003,0,,0,0,0
E01296,1,2024-03-08,False,,,,,,,,,,silent,False,Risk & Compliance,3,1.01,400,,,,171200.0,1,,,0,,0,0,0
E01296,2,2024-07-08,False,,,,,,,,,,silent,False,Risk & Compliance,3,1.01,400,,,,171200.0,2,silent,,0,,0,0,0
E01296,3,2024-10-31,True,2.92375,1.82,2.82,2.43,3.38,3.37,2.66,3.05,3.86,responded,False,Risk & Compliance,3,1.01,400,,,,171200.0,0,silent,,0,,0,0,0
E01296,4,2025-02-08,True,3.08375,1.53,4.13,2.81,3.38,3.05,3.11,2.69,3.97,responded,False,Risk & Compliance,3,1.01,400,,,,171200.0,0,responded,2.92375,0,,0,0,0
E01296,5,2025-08-08,True,2.64375,1.17,3.97,2.69,2.81,2.53,2.38,2.11,3.49,responded,False,Risk & Compliance,3,1.01,400,,,,171200.0,0,responded,3.08375,0,,0,0,0
E01297,1,2024-03-08,True,4.42375,4.27,5.0,3.97,4.53,4.27,4.32,4.71,4.32,responded,False,Technology,2,0.91,400,,,,131400.0,0,,,0,,0,0,0
E01297,2,2024-07-08,True,4.2875,4.6,3.68,4.74,5.0,3.84,4.53,4.08,3.83,responded,False,Technology,2,0.91,400,,,,131400.0,0,responded,4.42375,0,,0,0,0
E01297,3,2024-10-31,True,3.9687499999999996,4.39,3.57,3.53,3.07,4.01,4.02,5.0,4.16,responded,False,Technology,2,0.91,400,,,,131400.0,0,responded,4.2875,0,,0,0,0
E01297,4,2025-02-08,True,3.865,4.92,3.67,3.26,3.19,3.12,3.87,5.0,3.89,responded,False,Technology,2,0.91,400,,,,131400.0,0,responded,3.9687499999999996,0,,0,0,0
E01297,5,2025-08-08,True,3.8425000000000002,4.18,4.32,3.26,2.98,3.16,4.11,4.42,4.31,responded,False,Technology,2,0.91,400,,,,131400.0,0,responded,3.865,0,,0,0,0
E01298,1,2024-03-08,True,3.765,3.48,3.2,3.12,2.43,3.7,4.65,4.54,5.0,responded,False,Technology,2,0.96,400,,,,139100.0,0,,,0,,0,0,0
E01298,2,2024-07-08,False,,,,,,,,,,silent,False,Technology,2,0.96,400,,,,139100.0,1,responded,3.765,1,,0,0,0
E01298,3,2024-10-31,True,3.8075,4.33,3.45,3.74,3.08,2.31,3.95,5.0,4.6,responded,False,Technology,2,0.96,400,,,,139100.0,0,silent,,0,,0,0,0
E01298,4,2025-02-08,False,,,,,,,,,,silent,False,Technology,2,0.96,400,,,,139100.0,1,responded,3.8075,1,,0,0,0
E01298,5,2025-08-08,True,3.6475,3.65,3.01,3.95,3.36,1.93,4.66,4.73,3.89,responded,False,Technology,2,0.96,400,,,,139100.0,0,silent,,0,,0,0,0
E01299,1,2024-03-08,True,3.015,2.96,1.92,2.82,3.03,2.92,3.6,4.08,2.79,responded,False,Technology,2,0.82,400,,,,118700.0,0,,,0,,0,0,0
E01299,2,2024-07-08,True,3.4375,3.27,2.3,3.78,3.29,3.31,4.12,4.1,3.33,responded,False,Technology,2,0.82,400,,,,118700.0,0,responded,3.015,0,,0,0,0
E01299,3,2024-10-31,True,3.2875,2.44,3.22,3.29,3.08,2.2,4.22,4.64,3.21,responded,False,Technology,2,0.82,400,,,,118700.0,0,responded,3.4375,0,,0,0,0
E01299,4,2025-02-08,True,3.37125,2.52,2.7,2.83,4.11,2.53,4.79,4.93,2.56,responded,False,Technology,2,0.82,400,,,,118700.0,0,responded,3.2875,0,,0,0,0
E01299,5,2025-08-08,True,3.04,2.71,3.64,2.48,3.6,2.04,2.99,4.08,2.78,responded,False,Technology,2,0.82,400,,,,118700.0,0,responded,3.37125,0,,0,0,0
E01300,1,2024-03-08,True,2.8899999999999997,2.21,2.67,3.44,2.95,3.19,3.03,3.06,2.57,responded,True,Corporate Operations,2,0.93,400,,,,135100.0,0,,,0,,0,0,0
E01300,2,2024-07-08,False,,,,,,,,,,silent,True,Corporate Operations,2,0.93,400,,,,135100.0,1,responded,2.8899999999999997,1,,0,0,0
E01300,3,2024-10-31,True,2.875,1.55,2.75,3.16,3.17,3.01,2.99,3.61,2.76,responded,True,Corporate Operations,2,0.93,400,,,,135100.0,0,silent,,0,,0,0,0
E01300,4,2025-02-08,True,2.60375,1.42,2.43,2.86,2.51,3.04,2.68,3.62,2.27,responded,True,Corporate Operations,2,0.93,400,,,,135100.0,0,responded,2.875,0,,0,0,0
E01300,5,2025-08-08,True,2.7687500000000003,2.32,2.08,3.35,2.28,3.7,2.87,2.82,2.73,responded,True,Corporate Operations,2,0.93,400,,,,135100.0,0,responded,2.60375,0,,0,0,0
E01302,1,2024-03-08,True,3.6025,2.86,4.65,2.68,3.58,4.81,3.76,4.02,2.46,responded,False,Retail Banking,2,0.91,383,2024-08-29,voluntary,True,131300.0,0,,,0,174.0,1,1,0
E01302,2,2024-07-08,True,3.8200000000000003,3.44,4.16,3.87,3.52,4.4,3.24,4.0,3.93,responded,False,Retail Banking,2,0.91,383,2024-08-29,voluntary,True,131300.0,0,responded,3.6025,0,52.0,1,1,0
E01303,1,2024-03-08,True,3.2887500000000003,3.73,3.83,2.83,3.09,4.03,2.8,3.08,2.92,responded,False,Risk & Compliance,2,0.9,400,,,,131200.0,0,,,0,,0,0,0
E01303,2,2024-07-08,True,2.8225,3.34,3.93,1.26,3.01,3.32,2.87,2.5,2.35,responded,False,Risk & Compliance,2,0.9,400,,,,131200.0,0,responded,3.2887500000000003,0,,0,0,0
E01303,3,2024-10-31,True,2.9525,4.05,3.43,1.05,2.37,2.99,4.48,2.79,2.46,responded,False,Risk & Compliance,2,0.9,400,,,,131200.0,0,responded,2.8225,0,,0,0,0
E01303,4,2025-02-08,True,3.3362499999999997,4.21,3.59,1.3,3.09,3.54,4.62,3.19,3.15,responded,False,Risk & Compliance,2,0.9,400,,,,131200.0,0,responded,2.9525,0,,0,0,0
E01303,5,2025-08-08,True,3.3499999999999996,3.97,3.61,1.0,3.52,3.63,4.04,3.47,3.56,responded,False,Risk & Compliance,2,0.9,400,,,,131200.0,0,responded,3.3362499999999997,0,,0,0,0
E01304,1,2024-03-08,True,4.7125,4.36,4.6,4.63,4.11,5.0,5.0,5.0,5.0,responded,False,Wealth Management,2,0.79,383,2024-08-30,voluntary,False,115000.0,0,,,0,175.0,1,0,0
E01304,2,2024-07-08,False,,,,,,,,,,silent,False,Wealth Management,2,0.79,383,2024-08-30,voluntary,False,115000.0,1,responded,4.7125,1,53.0,1,0,0
E01305,1,2024-03-08,True,3.895,5.0,3.42,3.58,5.0,2.67,3.69,4.61,3.19,responded,False,Technology,2,0.8,400,,,,115600.0,0,,,0,,0,0,0
E01305,2,2024-07-08,True,3.87,4.29,3.85,4.1,4.44,2.55,3.93,4.64,3.16,responded,False,Technology,2,0.8,400,,,,115600.0,0,responded,3.895,0,,0,0,0
E01305,3,2024-10-31,True,3.885,3.48,4.61,3.54,5.0,2.5,5.0,4.62,2.33,responded,False,Technology,2,0.8,400,,,,115600.0,0,responded,3.87,0,,0,0,0
E01305,4,2025-02-08,True,3.9300000000000006,2.47,4.94,3.72,5.0,2.11,4.89,5.0,3.31,responded,False,Technology,2,0.8,400,,,,115600.0,0,responded,3.885,0,,0,0,0
E01305,5,2025-08-08,True,3.9274999999999998,2.43,4.34,2.79,5.0,3.3,5.0,5.0,3.56,responded,False,Technology,2,0.8,400,,,,115600.0,0,responded,3.9300000000000006,0,,0,0,0
E01306,1,2024-03-08,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.9,400,,,,130800.0,1,,,0,,0,0,0
E01306,2,2024-07-08,True,3.41875,3.65,2.43,5.0,2.87,3.1,2.71,4.12,3.47,responded,False,Risk & Compliance,2,0.9,400,,,,130800.0,0,silent,,0,,0,0,0
E01306,3,2024-10-31,True,3.5175000000000005,3.23,4.32,5.0,3.9,2.24,2.99,3.66,2.8,responded,False,Risk & Compliance,2,0.9,400,,,,130800.0,0,responded,3.41875,0,,0,0,0
E01306,4,2025-02-08,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.9,400,,,,130800.0,1,responded,3.5175000000000005,1,,0,0,0
E01306,5,2025-08-08,True,3.4625000000000004,4.16,4.0,4.69,3.89,3.07,1.14,3.82,2.93,responded,False,Risk & Compliance,2,0.9,400,,,,130800.0,0,silent,,0,,0,0,0
E01307,1,2024-03-08,True,3.78625,4.38,4.3,4.2,3.9,2.81,3.56,3.61,3.53,responded,False,Retail Banking,2,0.87,400,,,,126300.0,0,,,0,,0,0,0
E01307,2,2024-07-08,True,3.705,4.89,4.3,4.05,3.4,2.83,3.06,4.39,2.72,responded,False,Retail Banking,2,0.87,400,,,,126300.0,0,responded,3.78625,0,,0,0,0
E01307,3,2024-10-31,False,,,,,,,,,,silent,False,Retail Banking,2,0.87,400,,,,126300.0,1,responded,3.705,1,,0,0,0
E01307,4,2025-02-08,True,3.3899999999999997,2.44,5.0,4.89,2.89,3.52,2.99,2.85,2.54,responded,False,Retail Banking,2,0.87,400,,,,126300.0,0,silent,,0,,0,0,0
E01307,5,2025-08-08,True,3.85625,4.09,5.0,4.73,3.73,3.53,3.66,2.94,3.17,responded,False,Retail Banking,2,0.87,400,,,,126300.0,0,responded,3.3899999999999997,0,,0,0,0
E01308,1,2024-03-08,True,3.0837499999999998,5.0,3.86,3.09,2.36,3.44,2.5,1.95,2.47,responded,False,Insurance,3,0.86,399,,,,172200.0,0,,,0,,0,0,0
E01308,2,2024-07-08,False,,,,,,,,,,silent,False,Insurance,3,0.86,399,,,,172200.0,1,responded,3.0837499999999998,1,,0,0,0
E01308,3,2024-10-31,True,3.1500000000000004,5.0,3.32,1.96,2.21,4.25,2.29,3.03,3.14,responded,False,Insurance,3,0.86,399,,,,172200.0,0,silent,,0,,0,0,0
E01308,4,2025-02-08,True,3.0925,5.0,2.91,2.14,2.9,4.1,2.84,2.01,2.84,responded,False,Insurance,3,0.86,399,,,,172200.0,0,responded,3.1500000000000004,0,,0,0,0
E01308,5,2025-08-08,False,,,,,,,,,,silent,False,Insurance,3,0.86,399,,,,172200.0,1,responded,3.0925,1,,0,0,0
E01309,1,2024-03-08,True,2.35625,3.14,1.58,3.06,2.3,2.24,1.6,2.41,2.52,responded,False,Risk & Compliance,2,0.91,391,2025-04-30,involuntary,False,132300.0,0,,,0,418.0,0,0,0
E01309,2,2024-07-08,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.91,391,2025-04-30,involuntary,False,132300.0,1,responded,2.35625,1,296.0,0,0,0
E01309,3,2024-10-31,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.91,391,2025-04-30,involuntary,False,132300.0,2,silent,,0,181.0,0,0,0
E01309,4,2025-02-08,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.91,391,2025-04-30,involuntary,False,132300.0,3,silent,,0,81.0,0,0,1
E01310,1,2024-03-08,True,3.3725,2.91,2.21,2.99,3.93,3.62,4.29,3.56,3.47,responded,False,Insurance,2,0.82,399,,,,118900.0,0,,,0,,0,0,0
E01310,2,2024-07-08,True,3.56625,3.8,3.14,2.7,4.62,3.18,3.97,3.76,3.36,responded,False,Insurance,2,0.82,399,,,,118900.0,0,responded,3.3725,0,,0,0,0
E01310,3,2024-10-31,False,,,,,,,,,,silent,False,Insurance,2,0.82,399,,,,118900.0,1,responded,3.56625,1,,0,0,0
E01310,4,2025-02-08,False,,,,,,,,,,silent,False,Insurance,2,0.82,399,,,,118900.0,2,silent,,0,,0,0,0
E01310,5,2025-08-08,True,3.58875,3.31,3.16,2.45,4.6,2.76,3.74,4.58,4.11,responded,False,Insurance,2,0.82,399,,,,118900.0,0,silent,,0,,0,0,0
E01311,1,2024-03-08,False,,,,,,,,,,silent,False,Technology,2,0.84,399,,,,121600.0,1,,,0,,0,0,0
E01311,2,2024-07-08,True,3.77125,3.57,3.94,2.88,5.0,2.49,4.43,2.86,5.0,responded,False,Technology,2,0.84,399,,,,121600.0,0,silent,,0,,0,0,0
E01311,3,2024-10-31,False,,,,,,,,,,silent,False,Technology,2,0.84,399,,,,121600.0,1,responded,3.77125,1,,0,0,0
E01311,4,2025-02-08,False,,,,,,,,,,silent,False,Technology,2,0.84,399,,,,121600.0,2,silent,,0,,0,0,0
E01311,5,2025-08-08,False,,,,,,,,,,silent,False,Technology,2,0.84,399,,,,121600.0,3,silent,,0,,0,0,0
E01312,1,2024-03-08,True,3.82875,4.01,3.51,2.76,4.74,4.51,3.36,4.21,3.53,responded,False,Risk & Compliance,2,0.89,399,,,,128700.0,0,,,0,,0,0,0
E01312,2,2024-07-08,True,4.1625,3.75,4.57,3.03,4.81,4.32,3.72,4.3,4.8,responded,False,Risk & Compliance,2,0.89,399,,,,128700.0,0,responded,3.82875,0,,0,0,0
E01312,3,2024-10-31,True,4.35625,4.79,4.91,2.59,4.62,4.36,4.58,4.0,5.0,responded,False,Risk & Compliance,2,0.89,399,,,,128700.0,0,responded,4.1625,0,,0,0,0
E01312,4,2025-02-08,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.89,399,,,,128700.0,1,responded,4.35625,1,,0,0,0
E01312,5,2025-08-08,True,4.24375,4.69,4.82,2.37,4.24,5.0,3.79,4.04,5.0,responded,False,Risk & Compliance,2,0.89,399,,,,128700.0,0,silent,,0,,0,0,0
E01313,1,2024-03-08,True,3.9612499999999997,3.58,3.75,5.0,3.79,4.18,2.8,4.5,4.09,responded,True,Risk & Compliance,2,0.87,399,,,,126000.0,0,,,0,,0,0,0
E01313,2,2024-07-08,True,3.44125,3.26,2.97,5.0,3.14,3.52,3.68,3.06,2.9,responded,True,Risk & Compliance,2,0.87,399,,,,126000.0,0,responded,3.9612499999999997,0,,0,0,0
E01313,3,2024-10-31,True,3.42,2.98,3.1,5.0,2.84,3.42,3.6,3.72,2.7,responded,True,Risk & Compliance,2,0.87,399,,,,126000.0,0,responded,3.44125,0,,0,0,0
E01313,4,2025-02-08,True,4.1875,5.0,4.17,4.29,3.72,3.87,4.66,3.3,4.49,responded,True,Risk & Compliance,2,0.87,399,,,,126000.0,0,responded,3.42,0,,0,0,0
E01313,5,2025-08-08,True,4.615,5.0,4.47,5.0,4.86,4.72,4.42,4.14,4.31,responded,True,Risk & Compliance,2,0.87,399,,,,126000.0,0,responded,4.1875,0,,0,0,0
E01314,1,2024-03-08,True,2.7024999999999997,2.64,2.28,2.07,2.59,2.66,2.38,2.32,4.68,responded,False,Retail Banking,2,0.89,399,,,,128800.0,0,,,0,,0,0,0
E01314,2,2024-07-08,True,2.9275,3.14,3.7,1.15,2.2,3.42,2.31,2.67,4.83,responded,False,Retail Banking,2,0.89,399,,,,128800.0,0,responded,2.7024999999999997,0,,0,0,0
E01314,3,2024-10-31,False,,,,,,,,,,silent,False,Retail Banking,2,0.89,399,,,,128800.0,1,responded,2.9275,1,,0,0,0
E01314,4,2025-02-08,True,2.73625,3.16,2.34,2.04,2.63,2.74,1.47,3.7,3.81,responded,False,Retail Banking,2,0.89,399,,,,128800.0,0,silent,,0,,0,0,0
E01314,5,2025-08-08,True,2.47875,2.38,2.3,2.1,2.05,2.23,1.41,4.13,3.23,responded,False,Retail Banking,2,0.89,399,,,,128800.0,0,responded,2.73625,0,,0,0,0
E01315,1,2024-03-08,True,2.91,3.52,2.29,2.91,2.69,3.26,4.12,2.39,2.1,responded,False,Risk & Compliance,2,0.89,399,,,,128800.0,0,,,0,,0,0,0
E01315,2,2024-07-08,True,2.9037499999999996,3.07,3.06,2.83,2.37,3.65,3.62,2.52,2.11,responded,False,Risk & Compliance,2,0.89,399,,,,128800.0,0,responded,2.91,0,,0,0,0
E01315,3,2024-10-31,True,3.135,3.84,3.64,2.29,2.35,3.22,3.55,3.48,2.71,responded,False,Risk & Compliance,2,0.89,399,,,,128800.0,0,responded,2.9037499999999996,0,,0,0,0
E01315,4,2025-02-08,True,2.895,3.66,2.89,2.07,1.97,3.08,4.77,2.99,1.73,responded,False,Risk & Compliance,2,0.89,399,,,,128800.0,0,responded,3.135,0,,0,0,0
E01315,5,2025-08-08,False,,,,,,,,,,silent,False,Risk & Compliance,2,0.89,399,,,,128800.0,1,responded,2.895,1,,0,0,0
E01316,1,2024-03-08,True,2.6100000000000003,2.11,2.18,2.72,2.98,2.27,3.38,1.64,3.6,responded,True,Retail Banking,2,0.82,399,,,,118400.0,0,,,0,,0,0,0
E01316,2,2024-07-08,True,2.3475,1.56,1.61,2.46,2.53,2.18,3.85,1.78,2.81,responded,True,Retail Banking,2,0.82,399,,,,118400.0,0,responded,2.6100000000000003,0,,0,0,0
E01316,3,2024-10-31,True,2.4325,2.1,1.5,2.18,2.63,2.17,3.96,1.95,2.97,responded,True,Retail Banking,2,0.82,399,,,,118400.0,0,responded,2.3475,0,,0,0,0
E01316,4,2025-02-08,True,2.275,2.31,1.54,3.36,2.41,2.71,2.2,1.0,2.67,responded,True,Retail Banking,2,0.82,399,,,,118400.0,0,responded,2.4325,0,,0,0,0
E01316,5,2025-08-08,True,2.0374999999999996,1.77,1.57,2.4,2.55,2.36,1.58,1.77,2.3,responded,True,Retail Banking,2,0.82,399,,,,118400.0,0,responded,2.275,0,,0,0,0
E01317,1,2024-03-08,True,3.1550000000000002,3.9,4.3,2.9,2.66,4.11,1.04,3.36,2.97,responded,False,Retail Banking,2,0.87,399,,,,126600.0,0,,,0,,0,0,0
E01317,2,2024-07-08,True,3.23625,3.76,4.19,3.09,2.01,4.62,1.92,3.22,3.08,responded,False,Retail Banking,2,0.87,399,,,,126600.0,0,responded,3.1550000000000002,0,,0,0,0
E01317,3,2024-10-31,True,3.03625,3.43,4.54,1.77,2.32,3.32,2.49,3.65,2.77,responded,False,Retail Banking,2,0.87,399,,,,126600.0,0,responded,3.23625,0,,0,0,0
E01317,4,2025-02-08,True,2.995,1.76,4.26,1.64,3.31,3.47,2.93,2.85,3.74,responded,False,Retail Banking,2,0.87,399,,,,126600.0,0,responded,3.03625,0,,0,0,0
E01317,5,2025-08-08,True,2.6637500000000003,1.08,3.63,1.81,2.13,3.49,3.0,2.47,3.7,responded,False,Retail Banking,2,0.87,399,,,,126600.0,0,responded,2.995,0,,0,0,0
