employee_id,wave_number,survey_date,response_flag,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future,exit_dt,voluntary,regrettable,hipo,compa_ratio,salary,department,boundary,silent,quit_next,reg_next,exit_type,invol_next
E01546,2,2024-07-05,True,3.28,2.07,2.72,1.0,2.6,3.63,2.09,1.78,,0,0,0,0.84,122500.0,Risk & Compliance,2024-10-01,0,0,0,,0
E01546,3,2024-10-08,True,3.58,1.51,2.15,1.18,4.02,4.21,2.65,1.76,,0,0,0,0.84,122500.0,Risk & Compliance,2025-02-01,0,0,0,,0
E01546,4,2025-01-27,True,2.11,1.0,1.82,1.0,3.27,2.79,2.14,1.97,,0,0,0,0.84,122500.0,Risk & Compliance,2025-08-01,0,0,0,,0
E01546,5,2025-08-05,True,2.56,1.57,2.07,1.79,2.14,1.99,1.51,2.15,,0,0,0,0.84,122500.0,Risk & Compliance,2025-12-31,0,0,0,,0
E01547,1,2024-02-28,True,3.64,3.56,2.36,2.45,3.31,2.0,3.92,3.45,,0,0,0,0.83,121000.0,Wealth Management,2024-07-01,0,0,0,,0
E01547,2,2024-07-01,True,4.62,3.59,3.02,3.14,3.11,1.95,3.9,3.78,,0,0,0,0.83,121000.0,Wealth Management,2024-10-01,0,0,0,,0
E01547,3,2024-09-28,False,,,,,,,,,,0,0,0,0.83,121000.0,Wealth Management,2025-02-01,1,0,0,,0
E01547,4,2025-02-01,False,,,,,,,,,,0,0,0,0.83,121000.0,Wealth Management,2025-08-01,1,0,0,,0
E01547,5,2025-07-30,True,2.88,3.98,3.66,2.64,3.29,2.53,2.74,2.53,,0,0,0,0.83,121000.0,Wealth Management,2025-12-31,0,0,0,,0
E01548,1,2024-03-05,True,2.04,2.08,3.72,2.64,3.79,3.68,3.79,4.09,,0,0,0,0.8,116300.0,Technology,2024-07-01,0,0,0,,0
E01548,2,2024-07-06,True,2.61,1.72,3.16,3.21,4.74,3.23,3.36,3.3,,0,0,0,0.8,116300.0,Technology,2024-10-01,0,0,0,,0
E01548,3,2024-10-19,True,2.4,2.13,2.56,3.42,4.91,3.9,3.99,3.1,,0,0,0,0.8,116300.0,Technology,2025-02-01,0,0,0,,0
E01548,4,2025-02-08,False,,,,,,,,,,0,0,0,0.8,116300.0,Technology,2025-08-01,1,0,0,,0
E01548,5,2025-08-02,True,2.09,3.07,3.62,3.01,3.96,3.7,2.23,2.97,,0,0,0,0.8,116300.0,Technology,2025-12-31,0,0,0,,0
E01549,1,2024-02-29,True,2.82,2.97,2.78,2.28,3.67,1.59,1.56,1.0,,0,0,0,0.9,130200.0,Insurance,2024-07-01,0,0,0,,0
E01549,2,2024-06-24,False,,,,,,,,,,0,0,0,0.9,130200.0,Insurance,2024-10-01,1,0,0,,0
E01549,3,2024-09-12,True,2.21,2.99,2.53,1.55,2.97,1.78,1.81,1.38,,0,0,0,0.9,130200.0,Insurance,2025-02-01,0,0,0,,0
E01549,4,2025-01-25,False,,,,,,,,,,0,0,0,0.9,130200.0,Insurance,2025-08-01,1,0,0,,0
E01549,5,2025-07-31,True,2.27,2.86,1.91,1.58,3.12,2.06,1.8,1.46,,0,0,0,0.9,130200.0,Insurance,2025-12-31,0,0,0,,0
E01550,1,2024-03-08,True,4.95,2.92,2.8,4.21,3.93,3.5,4.68,4.22,,0,0,0,0.82,118200.0,Wealth Management,2024-07-01,0,0,0,,0
E01550,2,2024-07-01,True,4.22,3.73,2.61,4.41,3.03,3.8,5.0,4.22,,0,0,0,0.82,118200.0,Wealth Management,2024-10-01,0,0,0,,0
E01550,3,2024-10-21,True,4.08,3.88,4.43,3.67,3.41,3.88,4.65,4.25,,0,0,0,0.82,118200.0,Wealth Management,2025-02-01,0,0,0,,0
E01550,4,2025-02-03,True,4.77,3.41,4.1,3.27,2.85,3.96,3.69,4.47,,0,0,0,0.82,118200.0,Wealth Management,2025-08-01,0,0,0,,0
E01550,5,2025-07-30,True,3.33,4.03,3.86,2.74,3.26,3.81,3.65,4.37,,0,0,0,0.82,118200.0,Wealth Management,2025-12-31,0,0,0,,0
E01551,1,2024-03-01,True,2.63,2.15,3.78,2.61,2.79,3.52,2.61,3.13,,0,0,0,0.81,117900.0,Risk & Compliance,2024-07-01,0,0,0,,0
E01551,2,2024-06-28,True,2.43,2.36,3.11,1.71,3.54,3.12,2.53,3.53,,0,0,0,0.81,117900.0,Risk & Compliance,2024-10-01,0,0,0,,0
E01551,3,2024-10-18,False,,,,,,,,,,0,0,0,0.81,117900.0,Risk & Compliance,2025-02-01,1,0,0,,0
E01551,4,2025-01-26,True,1.44,2.3,2.94,1.38,3.72,3.32,3.15,3.73,,0,0,0,0.81,117900.0,Risk & Compliance,2025-08-01,0,0,0,,0
E01551,5,2025-07-28,True,2.34,3.04,3.27,1.91,3.24,2.86,2.66,4.22,,0,0,0,0.81,117900.0,Risk & Compliance,2025-12-31,0,0,0,,0
E01552,1,2024-03-05,True,2.23,2.97,1.76,3.45,2.55,2.98,4.05,4.07,,0,0,0,0.86,171400.0,Insurance,2024-07-01,0,0,0,,0
E01552,2,2024-07-06,True,2.22,2.96,2.31,3.78,2.2,2.38,2.67,3.74,,0,0,0,0.86,171400.0,Insurance,2024-10-01,0,0,0,,0
E01552,3,2024-09-28,True,1.85,2.9,3.17,2.89,2.45,2.99,2.62,2.91,,0,0,0,0.86,171400.0,Insurance,2025-02-01,0,0,0,,0
E01552,4,2025-02-02,True,2.68,2.73,2.15,2.33,2.86,3.52,3.42,2.97,,0,0,0,0.86,171400.0,Insurance,2025-08-01,0,0,0,,0
E01552,5,2025-08-02,True,2.74,3.4,3.15,3.02,4.08,3.55,1.69,2.77,,0,0,0,0.86,171400.0,Insurance,2025-12-31,0,0,0,,0
E01553,1,2024-03-05,True,1.83,3.34,3.23,3.22,3.27,2.93,3.43,2.56,,0,0,0,0.85,170600.0,Insurance,2024-07-01,0,0,0,,0
E01553,2,2024-07-04,True,1.83,2.74,2.52,2.5,2.35,2.46,3.95,3.18,,0,0,0,0.85,170600.0,Insurance,2024-10-01,0,0,0,,0
E01553,3,2024-10-20,True,2.8,3.83,1.67,2.88,2.39,3.61,3.48,2.45,,0,0,0,0.85,170600.0,Insurance,2025-02-01,0,0,0,,0
E01553,4,2025-01-26,True,3.49,4.02,2.38,2.91,2.76,2.87,3.29,2.47,,0,0,0,0.85,170600.0,Insurance,2025-08-01,0,0,0,,0
E01553,5,2025-07-26,True,4.63,3.64,2.86,2.21,1.88,2.92,3.55,2.85,,0,0,0,0.85,170600.0,Insurance,2025-12-31,0,0,0,,0
E01554,1,2024-03-08,True,4.3,2.15,4.61,3.03,4.01,3.78,3.78,3.55,,0,0,0,0.83,121000.0,Wealth Management,2024-07-01,0,0,0,,0
E01554,2,2024-07-04,False,,,,,,,,,,0,0,0,0.83,121000.0,Wealth Management,2024-10-01,1,0,0,,0
E01554,3,2024-09-15,False,,,,,,,,,,0,0,0,0.83,121000.0,Wealth Management,2025-02-01,1,0,0,,0
E01554,4,2025-01-29,True,4.45,3.12,3.31,3.58,3.44,4.15,2.87,3.99,,0,0,0,0.83,121000.0,Wealth Management,2025-08-01,0,0,0,,0
E01554,5,2025-07-31,True,5.0,2.16,3.37,3.44,2.59,3.27,2.04,4.43,,0,0,0,0.83,121000.0,Wealth Management,2025-12-31,0,0,0,,0
E01555,1,2024-02-26,False,,,,,,,,,2025-08-18,1,0,0,0.87,125600.0,Corporate Operations,2024-07-01,1,0,0,voluntary,0
E01555,2,2024-06-30,True,3.0,4.73,4.14,3.91,1.2,3.29,3.85,3.85,2025-08-18,1,0,0,0.87,125600.0,Corporate Operations,2024-10-01,0,0,0,voluntary,0
E01555,3,2024-10-26,False,,,,,,,,,2025-08-18,1,0,0,0.87,125600.0,Corporate Operations,2025-02-01,1,0,0,voluntary,0
E01555,4,2025-02-08,True,3.18,3.9,2.82,1.9,3.35,3.44,3.88,4.68,2025-08-18,1,0,0,0.87,125600.0,Corporate Operations,2025-08-01,0,0,0,voluntary,0
E01555,5,2025-07-25,True,3.32,4.15,2.88,2.31,2.9,2.25,3.59,4.35,2025-08-18,1,0,0,0.87,125600.0,Corporate Operations,2025-12-31,0,1,0,voluntary,0
E01556,1,2024-03-05,True,1.91,2.57,2.6,2.32,4.37,2.22,2.66,4.25,,0,0,0,0.9,179200.0,Retail Banking,2024-07-01,0,0,0,,0
E01556,2,2024-06-25,True,1.0,2.09,3.62,2.15,4.82,2.23,2.9,4.16,,0,0,0,0.9,179200.0,Retail Banking,2024-10-01,0,0,0,,0
E01556,3,2024-10-18,True,1.11,1.44,3.26,3.25,3.58,1.72,2.72,2.9,,0,0,0,0.9,179200.0,Retail Banking,2025-02-01,0,0,0,,0
E01556,4,2025-01-27,True,1.0,2.55,2.97,3.63,4.64,1.0,3.83,2.67,,0,0,0,0.9,179200.0,Retail Banking,2025-08-01,0,0,0,,0
E01556,5,2025-08-07,True,2.47,3.16,2.22,2.84,3.74,1.0,4.38,2.06,,0,0,0,0.9,179200.0,Retail Banking,2025-12-31,0,0,0,,0
E01557,1,2024-03-01,False,,,,,,,,,,0,0,0,0.96,139100.0,Retail Banking,2024-07-01,1,0,0,,0
E01557,2,2024-06-30,True,3.87,2.34,3.52,4.32,2.81,3.68,3.59,4.85,,0,0,0,0.96,139100.0,Retail Banking,2024-10-01,0,0,0,,0
E01557,3,2024-09-23,True,2.84,1.25,2.79,4.27,3.26,3.99,4.21,5.0,,0,0,0,0.96,139100.0,Retail Banking,2025-02-01,0,0,0,,0
E01557,4,2025-02-01,False,,,,,,,,,,0,0,0,0.96,139100.0,Retail Banking,2025-08-01,1,0,0,,0
E01557,5,2025-07-29,True,2.91,2.07,3.48,4.97,3.87,3.84,4.32,3.81,,0,0,0,0.96,139100.0,Retail Banking,2025-12-31,0,0,0,,0
E01558,1,2024-02-25,True,3.47,2.87,2.77,3.88,3.95,2.69,3.47,4.9,,0,0,0,0.9,180600.0,Technology,2024-07-01,0,0,0,,0
E01558,2,2024-06-30,True,3.82,3.07,4.26,2.98,3.48,2.62,3.31,5.0,,0,0,0,0.9,180600.0,Technology,2024-10-01,0,0,0,,0
E01558,3,2024-09-23,True,3.76,3.84,3.24,3.21,3.74,1.87,3.56,5.0,,0,0,0,0.9,180600.0,Technology,2025-02-01,0,0,0,,0
E01558,4,2025-02-05,True,5.0,3.41,3.15,2.25,3.45,1.3,3.68,4.71,,0,0,0,0.9,180600.0,Technology,2025-08-01,0,0,0,,0
E01558,5,2025-07-31,True,4.38,3.56,1.91,2.34,4.14,3.03,2.47,3.97,,0,0,0,0.9,180600.0,Technology,2025-12-31,0,0,0,,0
E01559,1,2024-02-23,True,4.36,4.77,3.35,3.9,4.13,4.15,2.89,3.5,,0,0,0,0.99,143000.0,Risk & Compliance,2024-07-01,0,0,0,,0
E01559,2,2024-06-25,True,5.0,4.91,3.83,3.52,4.5,3.86,3.07,2.44,,0,0,0,0.99,143000.0,Risk & Compliance,2024-10-01,0,0,0,,0
E01559,3,2024-10-18,True,3.98,4.6,3.26,4.26,4.8,4.92,4.75,4.01,,0,0,0,0.99,143000.0,Risk & Compliance,2025-02-01,0,0,0,,0
E01559,4,2025-02-02,True,4.26,5.0,4.16,3.86,5.0,5.0,5.0,3.5,,0,0,0,0.99,143000.0,Risk & Compliance,2025-08-01,0,0,0,,0
E01559,5,2025-08-04,False,,,,,,,,,,0,0,0,0.99,143000.0,Risk & Compliance,2025-12-31,1,0,0,,0
E01560,1,2024-03-06,False,,,,,,,,,,0,0,0,0.95,276800.0,Retail Banking,2024-07-01,1,0,0,,0
E01560,2,2024-06-27,True,5.0,3.32,4.55,5.0,3.2,3.41,3.52,3.89,,0,0,0,0.95,276800.0,Retail Banking,2024-10-01,0,0,0,,0
E01560,3,2024-09-13,True,5.0,4.23,3.51,5.0,3.04,3.88,2.71,3.44,,0,0,0,0.95,276800.0,Retail Banking,2025-02-01,0,0,0,,0
E01560,4,2025-01-28,False,,,,,,,,,,0,0,0,0.95,276800.0,Retail Banking,2025-08-01,1,0,0,,0
E01560,5,2025-08-08,True,5.0,4.36,3.05,4.95,4.41,5.0,3.97,4.18,,0,0,0,0.95,276800.0,Retail Banking,2025-12-31,0,0,0,,0
E01561,1,2024-03-05,True,3.05,2.7,4.13,2.71,2.37,4.1,3.02,2.21,,0,0,0,0.86,124700.0,Technology,2024-07-01,0,0,0,,0
E01561,2,2024-07-08,False,,,,,,,,,,0,0,0,0.86,124700.0,Technology,2024-10-01,1,0,0,,0
E01561,3,2024-10-05,True,1.74,2.84,3.43,2.71,2.92,3.22,2.4,1.93,,0,0,0,0.86,124700.0,Technology,2025-02-01,0,0,0,,0
E01561,4,2025-01-31,True,1.09,2.41,2.44,3.07,2.2,2.28,1.71,1.48,,0,0,0,0.86,124700.0,Technology,2025-08-01,0,0,0,,0
E01561,5,2025-08-07,True,1.29,2.27,3.36,2.88,2.39,4.33,2.53,2.65,,0,0,0,0.86,124700.0,Technology,2025-12-31,0,0,0,,0
E01562,1,2024-03-02,True,4.95,5.0,3.9,4.51,3.64,3.04,3.54,5.0,,0,0,0,0.84,121400.0,Insurance,2024-07-01,0,0,0,,0
E01562,2,2024-07-02,False,,,,,,,,,,0,0,0,0.84,121400.0,Insurance,2024-10-01,1,0,0,,0
E01562,3,2024-09-10,False,,,,,,,,,,0,0,0,0.84,121400.0,Insurance,2025-02-01,1,0,0,,0
E01562,4,2025-01-27,True,4.07,4.38,4.83,5.0,3.22,4.06,4.46,4.68,,0,0,0,0.84,121400.0,Insurance,2025-08-01,0,0,0,,0
E01562,5,2025-08-05,True,4.36,4.72,3.71,5.0,3.34,3.4,3.4,3.96,,0,0,0,0.84,121400.0,Insurance,2025-12-31,0,0,0,,0
E01563,1,2024-03-01,True,4.3,5.0,4.17,5.0,3.46,4.05,2.55,3.73,2025-10-31,1,0,0,0.96,138800.0,Corporate Operations,2024-07-01,0,0,0,voluntary,0
E01563,2,2024-06-30,True,3.79,4.9,5.0,4.69,4.49,3.88,3.45,4.5,2025-10-31,1,0,0,0.96,138800.0,Corporate Operations,2024-10-01,0,0,0,voluntary,0
E01563,3,2024-09-23,True,3.96,4.28,4.01,4.56,3.87,4.63,3.45,3.34,2025-10-31,1,0,0,0.96,138800.0,Corporate Operations,2025-02-01,0,0,0,voluntary,0
E01563,4,2025-01-31,False,,,,,,,,,2025-10-31,1,0,0,0.96,138800.0,Corporate Operations,2025-08-01,1,0,0,voluntary,0
E01563,5,2025-08-06,False,,,,,,,,,2025-10-31,1,0,0,0.96,138800.0,Corporate Operations,2025-12-31,1,1,0,voluntary,0
E01564,1,2024-03-06,True,4.16,3.18,3.89,2.78,4.36,2.1,1.0,3.29,,0,0,0,0.91,132000.0,Insurance,2024-07-01,0,0,0,,0
E01564,2,2024-07-05,True,4.44,2.83,3.91,2.77,4.23,2.56,2.15,3.75,,0,0,0,0.91,132000.0,Insurance,2024-10-01,0,0,0,,0
E01564,3,2024-09-27,True,3.72,2.46,4.29,3.27,3.12,2.47,2.24,3.75,,0,0,0,0.91,132000.0,Insurance,2025-02-01,0,0,0,,0
E01564,4,2025-02-07,False,,,,,,,,,,0,0,0,0.91,132000.0,Insurance,2025-08-01,1,0,0,,0
E01564,5,2025-08-03,True,4.09,2.62,4.74,3.38,3.26,2.92,2.41,3.18,,0,0,0,0.91,132000.0,Insurance,2025-12-31,0,0,0,,0
E01565,1,2024-03-07,True,2.74,3.77,2.15,4.87,4.13,3.94,3.13,3.73,2025-09-05,1,0,1,0.92,183200.0,Corporate Operations,2024-07-01,0,0,0,voluntary,0
E01565,2,2024-07-03,True,2.55,3.38,1.74,4.21,3.92,3.6,3.2,3.98,2025-09-05,1,0,1,0.92,183200.0,Corporate Operations,2024-10-01,0,0,0,voluntary,0
E01565,3,2024-10-07,True,2.66,3.12,1.72,4.21,3.54,4.13,2.83,3.03,2025-09-05,1,0,1,0.92,183200.0,Corporate Operations,2025-02-01,0,0,0,voluntary,0
E01565,4,2025-02-08,True,2.32,3.05,1.11,2.98,4.66,3.28,1.38,2.63,2025-09-05,1,0,1,0.92,183200.0,Corporate Operations,2025-08-01,0,0,0,voluntary,0
E01565,5,2025-07-30,True,1.39,2.78,1.74,3.4,4.34,4.23,1.48,4.22,2025-09-05,1,0,1,0.92,183200.0,Corporate Operations,2025-12-31,0,1,0,voluntary,0
E01566,1,2024-02-24,True,3.52,3.13,3.58,3.62,3.7,2.35,2.1,2.93,,0,0,0,0.9,130500.0,Corporate Operations,2024-07-01,0,0,0,,0
E01566,2,2024-07-01,True,3.11,3.34,3.78,2.38,3.81,3.22,1.22,3.12,,0,0,0,0.9,130500.0,Corporate Operations,2024-10-01,0,0,0,,0
E01566,3,2024-10-28,True,4.41,3.6,4.29,3.47,3.37,3.0,1.66,3.46,,0,0,0,0.9,130500.0,Corporate Operations,2025-02-01,0,0,0,,0
E01566,4,2025-01-26,True,4.49,4.14,3.9,3.31,3.01,2.99,2.57,4.21,,0,0,0,0.9,130500.0,Corporate Operations,2025-08-01,0,0,0,,0
E01566,5,2025-07-26,True,3.01,4.57,3.68,2.66,3.44,2.59,2.2,4.43,,0,0,0,0.9,130500.0,Corporate Operations,2025-12-31,0,0,0,,0
E01567,1,2024-03-04,True,4.33,3.71,3.17,3.78,3.24,3.09,3.3,4.09,,0,0,0,0.82,118600.0,Wealth Management,2024-07-01,0,0,0,,0
E01567,2,2024-07-08,True,5.0,3.98,3.71,3.52,3.84,3.02,3.57,4.16,,0,0,0,0.82,118600.0,Wealth Management,2024-10-01,0,0,0,,0
E01567,3,2024-09-04,True,5.0,3.82,3.85,2.98,2.98,2.76,3.52,4.86,,0,0,0,0.82,118600.0,Wealth Management,2025-02-01,0,0,0,,0
E01567,4,2025-01-27,True,4.63,3.6,3.57,4.06,4.61,3.06,3.6,4.22,,0,0,0,0.82,118600.0,Wealth Management,2025-08-01,0,0,0,,0
E01567,5,2025-08-08,True,4.25,4.67,2.64,4.11,4.5,4.08,2.63,3.98,,0,0,0,0.82,118600.0,Wealth Management,2025-12-31,0,0,0,,0
E01568,1,2024-03-04,True,2.96,3.5,2.54,2.77,2.69,3.99,3.28,1.0,,0,0,0,0.98,142000.0,Corporate Operations,2024-07-01,0,0,0,,0
E01568,2,2024-06-25,True,2.92,3.98,2.36,2.87,3.07,3.49,3.25,1.62,,0,0,0,0.98,142000.0,Corporate Operations,2024-10-01,0,0,0,,0
E01568,3,2024-10-02,True,3.09,4.94,2.48,3.12,3.26,3.18,3.12,1.86,,0,0,0,0.98,142000.0,Corporate Operations,2025-02-01,0,0,0,,0
E01568,4,2025-02-01,True,3.26,3.86,2.85,2.59,2.93,3.34,3.53,1.71,,0,0,0,0.98,142000.0,Corporate Operations,2025-08-01,0,0,0,,0
E01568,5,2025-07-30,True,3.14,3.15,2.17,3.21,3.05,4.16,4.2,2.26,,0,0,0,0.98,142000.0,Corporate Operations,2025-12-31,0,0,0,,0
E01569,1,2024-03-02,False,,,,,,,,,2024-08-27,0,0,0,0.81,117400.0,Technology,2024-07-01,1,0,0,involuntary,0
E01569,2,2024-07-08,False,,,,,,,,,2024-08-27,0,0,0,0.81,117400.0,Technology,2024-10-01,1,0,0,involuntary,1
E01570,1,2024-03-08,True,4.05,4.34,3.36,4.94,3.12,2.4,3.65,4.64,,0,0,0,0.98,202800.0,Technology,2024-07-01,0,0,0,,0
E01570,2,2024-06-25,True,4.6,3.75,3.87,3.78,3.34,2.34,3.47,3.64,,0,0,0,0.98,202800.0,Technology,2024-10-01,0,0,0,,0
E01570,3,2024-09-22,True,3.75,3.73,4.16,4.15,1.41,1.67,4.5,4.44,,0,0,0,0.98,202800.0,Technology,2025-02-01,0,0,0,,0
E01570,4,2025-01-28,True,3.7,2.84,4.88,2.97,1.92,1.0,4.57,4.33,,0,0,0,0.98,202800.0,Technology,2025-08-01,0,0,0,,0
E01570,5,2025-07-29,True,4.39,2.31,4.23,3.79,1.03,1.0,4.33,3.9,,0,0,0,0.98,202800.0,Technology,2025-12-31,0,0,0,,0
E01572,1,2024-02-29,True,3.82,2.83,2.86,2.57,2.42,3.28,3.92,4.24,,0,0,0,0.91,181200.0,Risk & Compliance,2024-07-01,0,0,0,,0
E01572,2,2024-06-30,False,,,,,,,,,,0,0,0,0.91,181200.0,Risk & Compliance,2024-10-01,1,0,0,,0
E01572,3,2024-09-25,True,3.56,2.59,1.78,3.34,3.33,3.22,3.06,4.87,,0,0,0,0.91,181200.0,Risk & Compliance,2025-02-01,0,0,0,,0
E01572,4,2025-02-01,True,3.84,2.28,1.68,3.97,3.35,2.69,3.51,3.48,,0,0,0,0.91,181200.0,Risk & Compliance,2025-08-01,0,0,0,,0
E01572,5,2025-08-03,True,3.48,1.31,1.78,4.66,3.68,2.91,3.45,2.38,,0,0,0,0.91,181200.0,Risk & Compliance,2025-12-31,0,0,0,,0
E01573,1,2024-03-08,True,3.72,4.91,3.02,4.15,2.4,4.2,3.28,3.23,,0,0,0,0.83,120300.0,Retail Banking,2024-07-01,0,0,0,,0
E01573,2,2024-07-06,True,3.21,3.93,2.56,3.03,2.49,3.98,3.49,3.33,,0,0,0,0.83,120300.0,Retail Banking,2024-10-01,0,0,0,,0
E01573,3,2024-09-11,True,2.94,3.97,2.63,3.3,3.49,4.62,3.04,3.81,,0,0,0,0.83,120300.0,Retail Banking,2025-02-01,0,0,0,,0
E01573,4,2025-02-06,True,2.14,4.07,1.95,3.1,3.73,3.93,2.58,3.45,,0,0,0,0.83,120300.0,Retail Banking,2025-08-01,0,0,0,,0
E01573,5,2025-07-28,True,1.35,3.1,3.04,2.7,4.4,3.55,2.47,2.79,,0,0,0,0.83,120300.0,Retail Banking,2025-12-31,0,0,0,,0
E01574,1,2024-02-29,True,3.64,2.83,2.05,2.92,4.06,3.49,2.86,3.35,,0,0,0,0.91,131300.0,Corporate Operations,2024-07-01,0,0,0,,0
E01574,2,2024-07-08,True,2.86,2.47,2.15,2.98,4.33,2.9,1.39,3.69,,0,0,0,0.91,131300.0,Corporate Operations,2024-10-01,0,0,0,,0
E01574,3,2024-09-01,True,2.89,2.85,1.98,3.99,3.77,3.13,2.28,2.44,,0,0,0,0.91,131300.0,Corporate Operations,2025-02-01,0,0,0,,0
E01574,4,2025-01-27,True,3.95,3.09,1.64,3.23,5.0,3.45,2.94,3.02,,0,0,0,0.91,131300.0,Corporate Operations,2025-08-01,0,0,0,,0
E01574,5,2025-07-27,True,3.12,2.71,1.19,2.92,4.83,4.05,3.1,2.21,,0,0,0,0.91,131300.0,Corporate Operations,2025-12-31,0,0,0,,0
E01575,1,2024-02-29,True,2.53,4.5,4.34,2.39,3.25,2.76,3.6,3.14,,0,0,0,0.92,899100.0,Executive Leadership,2024-07-01,0,0,0,,0
E01575,2,2024-07-07,True,2.63,4.81,4.25,3.22,1.77,2.55,3.86,3.75,,0,0,0,0.92,899100.0,Executive Leadership,2024-10-01,0,0,0,,0
E01575,3,2024-09-30,True,3.38,4.53,3.72,4.25,2.21,3.41,3.8,4.24,,0,0,0,0.92,899100.0,Executive Leadership,2025-02-01,0,0,0,,0
E01575,4,2025-01-29,True,2.39,3.86,4.26,5.0,3.31,3.51,2.97,3.14,,0,0,0,0.92,899100.0,Executive Leadership,2025-08-01,0,0,0,,0
E01575,5,2025-07-26,True,1.78,3.03,3.38,4.77,3.23,3.34,3.57,3.08,,0,0,0,0.92,899100.0,Executive Leadership,2025-12-31,0,0,0,,0
E01576,1,2024-02-25,True,5.0,3.28,3.51,3.11,4.1,4.94,3.37,3.8,,0,0,0,0.8,116700.0,Risk & Compliance,2024-07-01,0,0,0,,0
E01576,2,2024-07-03,True,4.67,2.79,3.13,3.67,3.55,4.83,4.22,4.82,,0,0,0,0.8,116700.0,Risk & Compliance,2024-10-01,0,0,0,,0
E01576,3,2024-09-04,True,4.57,3.73,2.67,3.2,3.05,5.0,4.79,4.36,,0,0,0,0.8,116700.0,Risk & Compliance,2025-02-01,0,0,0,,0
E01576,4,2025-01-28,False,,,,,,,,,,0,0,0,0.8,116700.0,Risk & Compliance,2025-08-01,1,0,0,,0
E01576,5,2025-07-26,True,5.0,2.91,2.7,4.34,3.45,5.0,4.5,3.2,,0,0,0,0.8,116700.0,Risk & Compliance,2025-12-31,0,0,0,,0
E01578,1,2024-03-04,False,,,,,,,,,,0,0,1,0.87,126700.0,Retail Banking,2024-07-01,1,0,0,,0
E01578,2,2024-06-28,True,3.84,2.71,4.27,3.83,3.75,3.99,4.1,3.16,,0,0,1,0.87,126700.0,Retail Banking,2024-10-01,0,0,0,,0
E01578,3,2024-09-26,True,3.26,2.09,4.24,3.82,3.99,4.03,3.63,3.09,,0,0,1,0.87,126700.0,Retail Banking,2025-02-01,0,0,0,,0
E01578,4,2025-02-04,True,3.55,2.03,3.65,3.56,4.0,3.18,3.82,2.77,,0,0,1,0.87,126700.0,Retail Banking,2025-08-01,0,0,0,,0
E01578,5,2025-07-29,True,4.06,2.46,3.12,4.5,3.18,3.63,3.38,3.54,,0,0,1,0.87,126700.0,Retail Banking,2025-12-31,0,0,0,,0
E01579,1,2024-03-08,True,2.96,1.31,3.16,2.67,1.84,1.55,2.46,4.14,,0,0,0,0.9,130500.0,Retail Banking,2024-07-01,0,0,0,,0
E01579,2,2024-06-29,True,2.74,1.0,2.38,3.29,1.45,1.64,2.68,4.27,,0,0,0,0.9,130500.0,Retail Banking,2024-10-01,0,0,0,,0
E01579,3,2024-09-08,False,,,,,,,,,,0,0,0,0.9,130500.0,Retail Banking,2025-02-01,1,0,0,,0
E01579,4,2025-02-04,True,2.48,1.39,1.86,2.86,2.02,2.79,1.81,4.02,,0,0,0,0.9,130500.0,Retail Banking,2025-08-01,0,0,0,,0
E01579,5,2025-07-26,True,3.29,1.0,2.12,2.53,2.6,2.79,2.14,3.96,,0,0,0,0.9,130500.0,Retail Banking,2025-12-31,0,0,0,,0
E01580,1,2024-03-07,True,4.13,3.39,5.0,5.0,4.56,4.09,2.54,4.03,,0,0,0,0.88,128100.0,Risk & Compliance,2024-07-01,0,0,0,,0
E01580,2,2024-06-27,False,,,,,,,,,,0,0,0,0.88,128100.0,Risk & Compliance,2024-10-01,1,0,0,,0
E01580,3,2024-09-02,True,4.28,3.01,3.87,4.25,4.68,2.92,2.91,4.48,,0,0,0,0.88,128100.0,Risk & Compliance,2025-02-01,0,0,0,,0
E01580,4,2025-02-07,True,3.17,3.0,3.89,4.78,5.0,3.04,3.77,4.02,,0,0,0,0.88,128100.0,Risk & Compliance,2025-08-01,0,0,0,,0
E01580,5,2025-08-04,True,4.13,4.21,4.79,5.0,4.58,3.47,3.89,3.8,,0,0,0,0.88,128100.0,Risk & Compliance,2025-12-31,0,0,0,,0
E01581,1,2024-02-26,True,3.68,2.94,3.08,4.37,3.02,2.9,3.7,4.04,,0,0,0,0.88,127400.0,Technology,2024-07-01,0,0,0,,0
E01581,2,2024-07-02,True,3.35,2.58,3.82,4.7,2.73,2.83,3.79,4.41,,0,0,0,0.88,127400.0,Technology,2024-10-01,0,0,0,,0
E01581,3,2024-10-10,False,,,,,,,,,,0,0,0,0.88,127400.0,Technology,2025-02-01,1,0,0,,0
E01581,4,2025-02-05,True,2.63,3.08,3.75,3.5,3.11,2.31,3.98,4.9,,0,0,0,0.88,127400.0,Technology,2025-08-01,0,0,0,,0
E01581,5,2025-08-08,True,2.79,2.03,2.99,2.6,2.91,2.16,4.24,3.76,,0,0,0,0.88,127400.0,Technology,2025-12-31,0,0,0,,0
E01583,1,2024-03-01,True,3.72,1.95,2.97,3.61,2.16,2.73,3.67,2.87,,0,0,0,0.88,127400.0,Corporate Operations,2024-07-01,0,0,0,,0
