employee_id,review_date,performance_rating,review_cycle,promotion_recommendation,goal_achievement_score,reviewer_id,exit_dt,voluntary,regrettable,hipo,compa_ratio,department,role_level,tenure_years,days_to_exit,exit_180,no_promo
E02067,2025-06-17,Unsatisfactory,2025-H1,False,22.5,E02001,,0,0,0,0.93,Corporate Operations,2,30.166666666666668,,0,1
E02068,2024-06-26,Outstanding,2024-H1,True,93.6,E01572,,0,0,0,0.81,Risk & Compliance,2,30.166666666666668,,0,0
E02068,2024-11-28,Meets Expectations,2024-H2,False,51.0,E01572,,0,0,0,0.81,Risk & Compliance,2,30.166666666666668,,0,1
E02068,2025-05-19,Meets Expectations,2025-H1,False,51.7,E01572,,0,0,0,0.81,Risk & Compliance,2,30.166666666666668,,0,1
E02069,2024-06-02,Meets Expectations,2024-H1,False,67.1,E12970,,0,0,0,0.81,Risk & Compliance,2,30.166666666666668,,0,1
E02069,2024-12-23,Outstanding,2024-H2,False,100.0,E12970,,0,0,0,0.81,Risk & Compliance,2,30.166666666666668,,0,1
E02069,2025-05-21,Below Expectations,2025-H1,False,27.7,E12970,,0,0,0,0.81,Risk & Compliance,2,30.166666666666668,,0,1
E02070,2024-05-21,Below Expectations,2024-H1,False,59.0,E10767,,0,0,0,0.93,Corporate Operations,2,30.08333333333333,,0,1
E02070,2024-11-19,High Performer,2024-H2,True,76.8,E10767,,0,0,0,0.93,Corporate Operations,2,30.08333333333333,,0,0
E02070,2025-05-16,High Performer,2025-H1,True,88.2,E10767,,0,0,0,0.93,Corporate Operations,2,30.08333333333333,,0,0
E02071,2024-06-22,High Performer,2024-H1,False,80.5,E01644,2025-11-28,1,1,1,0.88,Risk & Compliance,2,30.0,524.0,0,1
E02071,2024-12-02,High Performer,2024-H2,False,83.2,E01644,2025-11-28,1,1,1,0.88,Risk & Compliance,2,30.0,361.0,0,1
E02071,2025-05-21,Outstanding,2025-H1,False,85.2,E01644,2025-11-28,1,1,1,0.88,Risk & Compliance,2,30.0,191.0,0,1
E02072,2024-05-24,High Performer,2024-H1,False,64.8,E01857,,0,0,0,0.95,Risk & Compliance,2,30.08333333333333,,0,1
E02072,2024-11-14,Meets Expectations,2024-H2,False,53.6,E01857,,0,0,0,0.95,Risk & Compliance,2,30.08333333333333,,0,1
E02072,2025-05-25,Below Expectations,2025-H1,False,34.7,E01857,,0,0,0,0.95,Risk & Compliance,2,30.08333333333333,,0,1
E02073,2024-06-29,Outstanding,2024-H1,False,85.9,E04484,,0,0,0,0.88,Risk & Compliance,3,30.08333333333333,,0,1
E02073,2024-11-16,Meets Expectations,2024-H2,False,65.0,E04484,,0,0,0,0.88,Risk & Compliance,3,30.08333333333333,,0,1
E02073,2025-05-20,Meets Expectations,2025-H1,False,59.4,E04484,,0,0,0,0.88,Risk & Compliance,3,30.08333333333333,,0,1
E02075,2024-06-11,Meets Expectations,2024-H1,False,55.6,E04328,,0,0,0,0.89,Insurance,3,30.08333333333333,,0,1
E02075,2024-12-13,Below Expectations,2024-H2,False,40.5,E04328,,0,0,0,0.89,Insurance,3,30.08333333333333,,0,1
E02075,2025-05-27,High Performer,2025-H1,False,72.9,E04328,,0,0,0,0.89,Insurance,3,30.08333333333333,,0,1
E02076,2024-05-21,High Performer,2024-H1,False,71.5,E06422,,0,0,0,0.87,Technology,2,30.08333333333333,,0,1
E02076,2024-12-22,Below Expectations,2024-H2,False,30.1,E06422,,0,0,0,0.87,Technology,2,30.08333333333333,,0,1
E02076,2025-06-05,High Performer,2025-H1,False,83.3,E06422,,0,0,0,0.87,Technology,2,30.08333333333333,,0,1
E02077,2024-06-06,Meets Expectations,2024-H1,False,60.7,E10710,,0,0,0,0.9,Retail Banking,3,30.08333333333333,,0,1
E02077,2024-12-07,Meets Expectations,2024-H2,False,64.7,E10710,,0,0,0,0.9,Retail Banking,3,30.08333333333333,,0,1
E02077,2025-06-11,High Performer,2025-H1,True,82.6,E10710,,0,0,0,0.9,Retail Banking,3,30.08333333333333,,0,0
E02078,2024-05-14,Below Expectations,2024-H1,False,48.0,E02887,,0,0,0,1.01,Retail Banking,3,30.08333333333333,,0,1
E02078,2024-12-30,Meets Expectations,2024-H2,False,68.2,E02887,,0,0,0,1.01,Retail Banking,3,30.08333333333333,,0,1
E02078,2025-06-05,High Performer,2025-H1,False,83.2,E02887,,0,0,0,1.01,Retail Banking,3,30.08333333333333,,0,1
E02079,2024-06-02,High Performer,2024-H1,True,91.2,E01237,,0,0,0,0.91,Risk & Compliance,2,30.08333333333333,,0,0
E02079,2024-11-18,High Performer,2024-H2,True,84.7,E01237,,0,0,0,0.91,Risk & Compliance,2,30.08333333333333,,0,0
E02079,2025-06-25,Meets Expectations,2025-H1,False,75.8,E01237,,0,0,0,0.91,Risk & Compliance,2,30.08333333333333,,0,1
E02081,2024-06-05,Meets Expectations,2024-H1,False,79.9,E08922,,0,0,0,0.91,Insurance,2,30.08333333333333,,0,1
E02081,2024-11-24,High Performer,2024-H2,False,63.7,E08922,,0,0,0,0.91,Insurance,2,30.08333333333333,,0,1
E02081,2025-06-12,Meets Expectations,2025-H1,False,59.7,E08922,,0,0,0,0.91,Insurance,2,30.08333333333333,,0,1
E02082,2024-06-20,Meets Expectations,2024-H1,False,72.9,E05490,,0,0,0,0.89,Retail Banking,3,30.08333333333333,,0,1
E02082,2024-11-19,Meets Expectations,2024-H2,False,90.0,E05490,,0,0,0,0.89,Retail Banking,3,30.08333333333333,,0,1
E02082,2025-06-02,High Performer,2025-H1,False,71.5,E05490,,0,0,0,0.89,Retail Banking,3,30.08333333333333,,0,1
E02083,2024-05-17,Outstanding,2024-H1,False,99.0,E11603,,0,0,0,0.92,Risk & Compliance,2,30.08333333333333,,0,1
E02083,2024-12-06,Meets Expectations,2024-H2,False,44.3,E11603,,0,0,0,0.92,Risk & Compliance,2,30.08333333333333,,0,1
E02083,2025-05-18,Unsatisfactory,2025-H1,False,33.8,E11603,,0,0,0,0.92,Risk & Compliance,2,30.08333333333333,,0,1
E02084,2024-05-14,Meets Expectations,2024-H1,False,82.6,E05814,,0,0,0,0.94,Corporate Operations,3,30.08333333333333,,0,1
E02084,2024-12-09,High Performer,2024-H2,False,81.1,E05814,,0,0,0,0.94,Corporate Operations,3,30.08333333333333,,0,1
E02084,2025-06-08,Below Expectations,2025-H1,False,40.5,E05814,,0,0,0,0.94,Corporate Operations,3,30.08333333333333,,0,1
E02085,2024-06-28,Outstanding,2024-H1,False,75.5,E14401,,0,0,0,0.89,Retail Banking,2,30.08333333333333,,0,1
E02085,2024-11-14,High Performer,2024-H2,False,71.0,E14401,,0,0,0,0.89,Retail Banking,2,30.08333333333333,,0,1
E02085,2025-06-08,Meets Expectations,2025-H1,False,61.2,E14401,,0,0,0,0.89,Retail Banking,2,30.08333333333333,,0,1
E02086,2024-05-17,Meets Expectations,2024-H1,False,65.0,E12567,,0,0,0,0.8,Technology,2,30.08333333333333,,0,1
E02086,2024-12-05,Outstanding,2024-H2,True,80.4,E12567,,0,0,0,0.8,Technology,2,30.08333333333333,,0,0
E02086,2025-06-03,Below Expectations,2025-H1,False,43.5,E12567,,0,0,0,0.8,Technology,2,30.08333333333333,,0,1
E02087,2024-06-25,High Performer,2024-H1,False,78.0,E09592,,0,0,0,0.9,Technology,2,30.08333333333333,,0,1
E02087,2024-11-14,Meets Expectations,2024-H2,False,58.2,E09592,,0,0,0,0.9,Technology,2,30.08333333333333,,0,1
E02087,2025-06-02,High Performer,2025-H1,True,63.7,E09592,,0,0,0,0.9,Technology,2,30.08333333333333,,0,0
E02088,2024-05-27,Outstanding,2024-H1,True,72.5,E00791,2025-05-15,1,0,0,0.88,Corporate Operations,2,29.416666666666668,353.0,0,0
E02088,2024-12-20,Meets Expectations,2024-H2,False,54.0,E00791,2025-05-15,1,0,0,0.88,Corporate Operations,2,29.416666666666668,146.0,1,1
E02089,2024-05-16,High Performer,2024-H1,False,76.0,E00663,,0,0,0,0.79,Risk & Compliance,2,30.08333333333333,,0,1
E02089,2024-12-10,Meets Expectations,2024-H2,False,55.5,E00663,,0,0,0,0.79,Risk & Compliance,2,30.08333333333333,,0,1
E02089,2025-05-17,Meets Expectations,2025-H1,False,61.8,E00663,,0,0,0,0.79,Risk & Compliance,2,30.08333333333333,,0,1
E02090,2024-05-15,Below Expectations,2024-H1,False,25.1,E00482,,0,0,0,0.88,Technology,2,30.08333333333333,,0,1
E02090,2024-12-03,Meets Expectations,2024-H2,False,70.0,E00482,,0,0,0,0.88,Technology,2,30.08333333333333,,0,1
E02090,2025-06-22,High Performer,2025-H1,False,85.7,E00482,,0,0,0,0.88,Technology,2,30.08333333333333,,0,1
E02091,2024-05-15,Unsatisfactory,2024-H1,False,28.7,E12674,,0,0,0,0.89,Corporate Operations,2,30.08333333333333,,0,1
E02091,2024-11-24,Meets Expectations,2024-H2,False,59.8,E12674,,0,0,0,0.89,Corporate Operations,2,30.08333333333333,,0,1
E02091,2025-05-17,High Performer,2025-H1,True,89.9,E12674,,0,0,0,0.89,Corporate Operations,2,30.08333333333333,,0,0
E02093,2024-06-19,High Performer,2024-H1,True,67.8,E14236,,0,0,1,0.88,Retail Banking,2,30.08333333333333,,0,0
E02093,2024-12-18,High Performer,2024-H2,False,80.2,E14236,,0,0,1,0.88,Retail Banking,2,30.08333333333333,,0,1
E02093,2025-05-25,High Performer,2025-H1,True,89.0,E14236,,0,0,1,0.88,Retail Banking,2,30.08333333333333,,0,0
E02094,2024-05-22,Unsatisfactory,2024-H1,False,27.2,E05253,,0,0,0,0.94,Wealth Management,2,30.08333333333333,,0,1
E02094,2024-12-02,Outstanding,2024-H2,True,92.3,E05253,,0,0,0,0.94,Wealth Management,2,30.08333333333333,,0,0
E02094,2025-05-21,Meets Expectations,2025-H1,False,60.9,E05253,,0,0,0,0.94,Wealth Management,2,30.08333333333333,,0,1
E02095,2024-05-24,Meets Expectations,2024-H1,False,68.1,E13088,,0,0,0,0.82,Corporate Operations,2,30.08333333333333,,0,1
E02095,2024-12-30,Outstanding,2024-H2,True,80.3,E13088,,0,0,0,0.82,Corporate Operations,2,30.08333333333333,,0,0
E02095,2025-06-01,Meets Expectations,2025-H1,False,67.5,E13088,,0,0,0,0.82,Corporate Operations,2,30.08333333333333,,0,1
E02097,2024-06-10,Outstanding,2024-H1,False,89.0,E01281,,0,0,0,0.87,Corporate Operations,2,30.08333333333333,,0,1
E02097,2024-12-29,Below Expectations,2024-H2,False,51.4,E01281,,0,0,0,0.87,Corporate Operations,2,30.08333333333333,,0,1
E02097,2025-06-26,High Performer,2025-H1,False,74.1,E01281,,0,0,0,0.87,Corporate Operations,2,30.08333333333333,,0,1
E02099,2024-05-25,Outstanding,2024-H1,False,86.7,E13973,,0,0,0,0.85,Risk & Compliance,3,30.0,,0,1
E02099,2024-12-05,High Performer,2024-H2,True,81.9,E13973,,0,0,0,0.85,Risk & Compliance,3,30.0,,0,0
E02099,2025-06-15,Meets Expectations,2025-H1,False,55.3,E13973,,0,0,0,0.85,Risk & Compliance,3,30.0,,0,1
E02100,2024-06-16,Meets Expectations,2024-H1,False,68.3,E08542,,0,0,0,0.93,Corporate Operations,3,30.0,,0,1
E02100,2024-12-07,Meets Expectations,2024-H2,False,58.6,E08542,,0,0,0,0.93,Corporate Operations,3,30.0,,0,1
E02100,2025-05-27,Meets Expectations,2025-H1,False,53.9,E08542,,0,0,0,0.93,Corporate Operations,3,30.0,,0,1
E02101,2024-05-15,High Performer,2024-H1,False,81.5,E10504,,0,0,0,0.9,Technology,2,30.0,,0,1
E02101,2024-12-04,High Performer,2024-H2,True,70.1,E10504,,0,0,0,0.9,Technology,2,30.0,,0,0
E02101,2025-05-26,Outstanding,2025-H1,False,85.4,E10504,,0,0,0,0.9,Technology,2,30.0,,0,1
E02102,2024-06-08,Meets Expectations,2024-H1,False,49.6,E13970,,0,0,0,0.8,Wealth Management,2,30.0,,0,1
E02102,2024-11-22,Meets Expectations,2024-H2,False,73.4,E13970,,0,0,0,0.8,Wealth Management,2,30.0,,0,1
E02102,2025-06-28,Meets Expectations,2025-H1,False,58.9,E13970,,0,0,0,0.8,Wealth Management,2,30.0,,0,1
E02103,2024-05-21,Outstanding,2024-H1,True,76.9,E04415,2024-05-24,0,0,0,0.95,Retail Banking,2,28.416666666666668,3.0,0,0
E02106,2024-05-28,High Performer,2024-H1,False,75.7,E03544,,0,0,1,0.91,Technology,2,30.0,,0,1
E02106,2024-12-11,High Performer,2024-H2,True,84.3,E03544,,0,0,1,0.91,Technology,2,30.0,,0,0
E02106,2025-06-21,Meets Expectations,2025-H1,False,51.4,E03544,,0,0,1,0.91,Technology,2,30.0,,0,1
E02107,2024-05-16,High Performer,2024-H1,False,68.0,E12880,,0,0,1,0.92,Technology,2,30.0,,0,1
E02107,2024-12-28,Meets Expectations,2024-H2,False,52.1,E12880,,0,0,1,0.92,Technology,2,30.0,,0,1
E02107,2025-06-23,Outstanding,2025-H1,False,95.2,E12880,,0,0,1,0.92,Technology,2,30.0,,0,1
E02109,2024-06-26,High Performer,2024-H1,False,94.7,E01754,,0,0,0,0.87,Insurance,2,30.0,,0,1
E02109,2024-11-20,Below Expectations,2024-H2,False,38.8,E01754,,0,0,0,0.87,Insurance,2,30.0,,0,1
E02109,2025-06-24,Meets Expectations,2025-H1,False,44.4,E01754,,0,0,0,0.87,Insurance,2,30.0,,0,1
E02110,2024-05-16,Outstanding,2024-H1,False,78.4,E10732,,0,0,1,0.86,Retail Banking,2,30.0,,0,1
E02110,2024-12-04,High Performer,2024-H2,True,74.8,E10732,,0,0,1,0.86,Retail Banking,2,30.0,,0,0
E02110,2025-06-23,High Performer,2025-H1,True,72.9,E10732,,0,0,1,0.86,Retail Banking,2,30.0,,0,0
E02111,2024-05-24,Outstanding,2024-H1,True,93.0,E00698,,0,0,0,0.85,Technology,2,30.0,,0,0
E02111,2024-12-14,Meets Expectations,2024-H2,False,62.2,E00698,,0,0,0,0.85,Technology,2,30.0,,0,1
E02111,2025-05-27,Meets Expectations,2025-H1,False,70.0,E00698,,0,0,0,0.85,Technology,2,30.0,,0,1
E02112,2024-05-23,High Performer,2024-H1,False,75.5,E11250,,0,0,0,0.98,Retail Banking,2,30.0,,0,1
E02112,2024-11-26,Outstanding,2024-H2,False,78.8,E11250,,0,0,0,0.98,Retail Banking,2,30.0,,0,1
E02112,2025-06-27,Meets Expectations,2025-H1,False,68.6,E11250,,0,0,0,0.98,Retail Banking,2,30.0,,0,1
E02113,2024-06-18,Meets Expectations,2024-H1,False,64.6,E11376,,0,0,0,0.9,Technology,3,30.0,,0,1
E02113,2024-11-27,Outstanding,2024-H2,True,96.1,E11376,,0,0,0,0.9,Technology,3,30.0,,0,0
E02113,2025-06-04,Meets Expectations,2025-H1,False,53.6,E11376,,0,0,0,0.9,Technology,3,30.0,,0,1
E02114,2024-05-29,High Performer,2024-H1,False,58.7,E13241,,0,0,0,1.0,Retail Banking,3,30.0,,0,1
E02114,2024-11-15,Meets Expectations,2024-H2,False,60.8,E13241,,0,0,0,1.0,Retail Banking,3,30.0,,0,1
E02114,2025-05-25,Meets Expectations,2025-H1,False,68.7,E13241,,0,0,0,1.0,Retail Banking,3,30.0,,0,1
E02115,2024-05-18,Outstanding,2024-H1,False,88.9,E08244,,0,0,0,0.81,Wealth Management,2,30.0,,0,1
E02115,2024-12-03,Meets Expectations,2024-H2,False,77.5,E08244,,0,0,0,0.81,Wealth Management,2,30.0,,0,1
E02115,2025-06-19,Below Expectations,2025-H1,False,52.2,E08244,,0,0,0,0.81,Wealth Management,2,30.0,,0,1
E02116,2024-06-06,Meets Expectations,2024-H1,False,75.2,E14295,,0,0,0,0.89,Retail Banking,2,30.0,,0,1
E02116,2024-12-16,Below Expectations,2024-H2,False,48.3,E14295,,0,0,0,0.89,Retail Banking,2,30.0,,0,1
E02116,2025-06-15,High Performer,2025-H1,False,85.9,E14295,,0,0,0,0.89,Retail Banking,2,30.0,,0,1
E02117,2024-06-02,Meets Expectations,2024-H1,False,71.5,E12245,2025-05-01,0,0,0,0.87,Wealth Management,2,29.33333333333333,333.0,0,1
E02117,2024-12-06,Meets Expectations,2024-H2,False,61.2,E12245,2025-05-01,0,0,0,0.87,Wealth Management,2,29.33333333333333,146.0,0,1
E02118,2024-06-06,Outstanding,2024-H1,False,79.7,E02456,,0,0,0,0.91,Insurance,2,30.0,,0,1
E02118,2024-12-20,High Performer,2024-H2,False,74.7,E02456,,0,0,0,0.91,Insurance,2,30.0,,0,1
E02118,2025-06-21,Meets Expectations,2025-H1,False,70.5,E02456,,0,0,0,0.91,Insurance,2,30.0,,0,1
E02119,2024-05-26,High Performer,2024-H1,False,60.7,E03657,,0,0,0,0.81,Technology,2,30.0,,0,1
E02119,2024-12-23,Meets Expectations,2024-H2,False,64.6,E03657,,0,0,0,0.81,Technology,2,30.0,,0,1
E02119,2025-06-03,High Performer,2025-H1,False,70.0,E03657,,0,0,0,0.81,Technology,2,30.0,,0,1
E02120,2024-06-19,Unsatisfactory,2024-H1,False,39.6,E00793,,0,0,0,0.9,Technology,2,30.0,,0,1
E02120,2024-11-20,High Performer,2024-H2,False,78.0,E00793,,0,0,0,0.9,Technology,2,30.0,,0,1
E02120,2025-05-27,Outstanding,2025-H1,False,94.2,E00793,,0,0,0,0.9,Technology,2,30.0,,0,1
E02121,2024-06-16,Meets Expectations,2024-H1,False,71.9,E10176,,0,0,0,0.91,Insurance,2,30.0,,0,1
E02121,2024-12-08,High Performer,2024-H2,False,76.0,E10176,,0,0,0,0.91,Insurance,2,30.0,,0,1
E02121,2025-06-04,Meets Expectations,2025-H1,False,65.2,E10176,,0,0,0,0.91,Insurance,2,30.0,,0,1
E02122,2024-05-22,High Performer,2024-H1,True,77.4,E11185,,0,0,0,0.8,Retail Banking,2,30.0,,0,0
E02122,2024-11-27,Meets Expectations,2024-H2,False,61.7,E11185,,0,0,0,0.8,Retail Banking,2,30.0,,0,1
E02122,2025-05-30,Meets Expectations,2025-H1,False,67.3,E11185,,0,0,0,0.8,Retail Banking,2,30.0,,0,1
E02123,2024-05-26,Meets Expectations,2024-H1,False,61.0,E11359,,0,0,0,0.92,Retail Banking,2,30.0,,0,1
E02123,2024-11-16,Below Expectations,2024-H2,False,58.5,E11359,,0,0,0,0.92,Retail Banking,2,30.0,,0,1
E02123,2025-06-21,Meets Expectations,2025-H1,False,62.3,E11359,,0,0,0,0.92,Retail Banking,2,30.0,,0,1
E02124,2024-06-06,High Performer,2024-H1,False,77.8,E09174,,0,0,0,1.0,Risk & Compliance,3,30.0,,0,1
E02124,2024-12-26,Meets Expectations,2024-H2,False,60.6,E09174,,0,0,0,1.0,Risk & Compliance,3,30.0,,0,1
E02124,2025-06-20,Meets Expectations,2025-H1,False,72.4,E09174,,0,0,0,1.0,Risk & Compliance,3,30.0,,0,1
E02125,2024-06-02,Below Expectations,2024-H1,False,56.0,E04525,,0,0,0,0.94,Technology,3,29.916666666666668,,0,1
E02125,2024-12-27,Meets Expectations,2024-H2,False,75.2,E04525,,0,0,0,0.94,Technology,3,29.916666666666668,,0,1
E02125,2025-06-21,Below Expectations,2025-H1,False,45.0,E04525,,0,0,0,0.94,Technology,3,29.916666666666668,,0,1
E02128,2024-05-23,Meets Expectations,2024-H1,False,55.5,E10721,,0,0,0,0.97,Technology,2,29.916666666666668,,0,1
E02128,2024-12-09,Meets Expectations,2024-H2,False,65.9,E10721,,0,0,0,0.97,Technology,2,29.916666666666668,,0,1
E02128,2025-06-24,Below Expectations,2025-H1,False,64.1,E10721,,0,0,0,0.97,Technology,2,29.916666666666668,,0,1
E02129,2024-06-17,High Performer,2024-H1,False,77.3,E01209,,0,0,0,0.85,Corporate Operations,2,29.916666666666668,,0,1
E02129,2024-11-24,Meets Expectations,2024-H2,False,60.0,E01209,,0,0,0,0.85,Corporate Operations,2,29.916666666666668,,0,1
E02129,2025-06-24,High Performer,2025-H1,True,71.5,E01209,,0,0,0,0.85,Corporate Operations,2,29.916666666666668,,0,0
E02130,2024-05-29,Outstanding,2024-H1,False,80.5,E01442,,0,0,0,0.92,Retail Banking,2,29.916666666666668,,0,1
E02130,2024-11-15,Meets Expectations,2024-H2,False,56.7,E01442,,0,0,0,0.92,Retail Banking,2,29.916666666666668,,0,1
E02130,2025-06-28,Meets Expectations,2025-H1,False,55.8,E01442,,0,0,0,0.92,Retail Banking,2,29.916666666666668,,0,1
E02131,2024-05-20,High Performer,2024-H1,False,70.0,E06388,,0,0,0,0.94,Corporate Operations,3,29.916666666666668,,0,1
E02131,2024-11-20,High Performer,2024-H2,False,54.0,E06388,,0,0,0,0.94,Corporate Operations,3,29.916666666666668,,0,1
E02131,2025-06-09,High Performer,2025-H1,True,75.2,E06388,,0,0,0,0.94,Corporate Operations,3,29.916666666666668,,0,0
E02132,2024-05-31,High Performer,2024-H1,True,68.7,E07560,,0,0,0,1.1,Corporate Operations,3,29.916666666666668,,0,0
E02132,2024-12-03,Below Expectations,2024-H2,False,55.6,E07560,,0,0,0,1.1,Corporate Operations,3,29.916666666666668,,0,1
E02132,2025-05-28,Meets Expectations,2025-H1,False,81.6,E07560,,0,0,0,1.1,Corporate Operations,3,29.916666666666668,,0,1
E02133,2024-05-19,Meets Expectations,2024-H1,False,65.0,E00220,,0,0,0,0.91,Retail Banking,2,29.916666666666668,,0,1
E02133,2024-12-27,Meets Expectations,2024-H2,False,63.1,E00220,,0,0,0,0.91,Retail Banking,2,29.916666666666668,,0,1
E02133,2025-06-11,High Performer,2025-H1,True,83.5,E00220,,0,0,0,0.91,Retail Banking,2,29.916666666666668,,0,0
E02134,2024-05-15,Meets Expectations,2024-H1,False,57.4,E14238,,0,0,0,0.97,Executive Leadership,2,29.916666666666668,,0,1
E02134,2024-11-18,High Performer,2024-H2,False,73.6,E14238,,0,0,0,0.97,Executive Leadership,2,29.916666666666668,,0,1
E02134,2025-06-24,High Performer,2025-H1,False,82.6,E14238,,0,0,0,0.97,Executive Leadership,2,29.916666666666668,,0,1
E02135,2024-05-15,High Performer,2024-H1,False,67.4,E01963,,0,0,0,0.88,Retail Banking,2,29.916666666666668,,0,1
E02135,2024-11-23,Meets Expectations,2024-H2,False,79.7,E01963,,0,0,0,0.88,Retail Banking,2,29.916666666666668,,0,1
E02135,2025-05-21,Outstanding,2025-H1,False,82.3,E01963,,0,0,0,0.88,Retail Banking,2,29.916666666666668,,0,1
E02136,2024-06-15,Meets Expectations,2024-H1,False,66.5,E02316,,0,0,0,0.87,Retail Banking,2,29.916666666666668,,0,1
E02136,2024-11-14,Meets Expectations,2024-H2,False,52.4,E02316,,0,0,0,0.87,Retail Banking,2,29.916666666666668,,0,1
E02136,2025-05-26,Meets Expectations,2025-H1,False,76.8,E02316,,0,0,0,0.87,Retail Banking,2,29.916666666666668,,0,1
E02137,2024-06-26,Unsatisfactory,2024-H1,False,38.3,E04478,,0,0,0,0.83,Risk & Compliance,2,29.916666666666668,,0,1
E02137,2024-12-24,Meets Expectations,2024-H2,False,62.8,E04478,,0,0,0,0.83,Risk & Compliance,2,29.916666666666668,,0,1
E02137,2025-05-24,Below Expectations,2025-H1,False,57.3,E04478,,0,0,0,0.83,Risk & Compliance,2,29.916666666666668,,0,1
E02138,2024-05-23,High Performer,2024-H1,True,72.7,E01558,,0,0,0,0.95,Technology,2,29.916666666666668,,0,0
E02138,2024-11-25,Meets Expectations,2024-H2,False,49.8,E01558,,0,0,0,0.95,Technology,2,29.916666666666668,,0,1
E02138,2025-05-24,Outstanding,2025-H1,False,83.2,E01558,,0,0,0,0.95,Technology,2,29.916666666666668,,0,1
E02139,2024-06-27,Meets Expectations,2024-H1,False,66.0,E11639,,0,0,0,0.81,Retail Banking,2,29.916666666666668,,0,1
E02139,2024-12-07,High Performer,2024-H2,False,80.1,E11639,,0,0,0,0.81,Retail Banking,2,29.916666666666668,,0,1
E02139,2025-06-12,Meets Expectations,2025-H1,False,59.4,E11639,,0,0,0,0.81,Retail Banking,2,29.916666666666668,,0,1
E02140,2024-06-17,Meets Expectations,2024-H1,False,58.9,E12103,,0,0,0,0.85,Technology,2,29.916666666666668,,0,1
E02140,2024-12-20,Below Expectations,2024-H2,False,40.1,E12103,,0,0,0,0.85,Technology,2,29.916666666666668,,0,1
E02140,2025-05-31,Meets Expectations,2025-H1,False,63.2,E12103,,0,0,0,0.85,Technology,2,29.916666666666668,,0,1
E02141,2024-06-02,Meets Expectations,2024-H1,False,55.2,E05073,,0,0,0,0.92,Wealth Management,2,29.916666666666668,,0,1
E02141,2024-12-27,High Performer,2024-H2,False,83.2,E05073,,0,0,0,0.92,Wealth Management,2,29.916666666666668,,0,1
E02141,2025-05-26,Meets Expectations,2025-H1,False,46.1,E05073,,0,0,0,0.92,Wealth Management,2,29.916666666666668,,0,1
E02143,2024-06-22,Meets Expectations,2024-H1,False,68.1,E04338,,0,0,0,0.85,Risk & Compliance,2,29.916666666666668,,0,1
E02143,2024-12-20,Meets Expectations,2024-H2,False,52.0,E04338,,0,0,0,0.85,Risk & Compliance,2,29.916666666666668,,0,1
E02143,2025-05-29,Meets Expectations,2025-H1,False,63.6,E04338,,0,0,0,0.85,Risk & Compliance,2,29.916666666666668,,0,1
E02144,2024-05-27,High Performer,2024-H1,True,70.5,E01857,,0,0,0,0.85,Risk & Compliance,2,29.916666666666668,,0,0
E02144,2024-12-20,Below Expectations,2024-H2,False,43.0,E01857,,0,0,0,0.85,Risk & Compliance,2,29.916666666666668,,0,1
E02144,2025-05-20,Below Expectations,2025-H1,False,51.7,E01857,,0,0,0,0.85,Risk & Compliance,2,29.916666666666668,,0,1
E02145,2024-06-19,Meets Expectations,2024-H1,False,61.8,E10317,2024-12-28,1,0,0,0.93,Corporate Operations,2,28.83333333333333,192.0,0,1
E02145,2024-11-15,Unsatisfactory,2024-H2,False,17.6,E10317,2024-12-28,1,0,0,0.93,Corporate Operations,2,28.83333333333333,43.0,1,1
E02146,2024-06-21,Below Expectations,2024-H1,False,49.6,E14307,,0,0,0,0.79,Corporate Operations,2,29.916666666666668,,0,1
E02146,2024-12-06,Meets Expectations,2024-H2,False,54.1,E14307,,0,0,0,0.79,Corporate Operations,2,29.916666666666668,,0,1
E02146,2025-06-13,High Performer,2025-H1,False,74.1,E14307,,0,0,0,0.79,Corporate Operations,2,29.916666666666668,,0,1
E02147,2024-06-29,Below Expectations,2024-H1,False,34.3,E01041,,0,0,0,0.83,Wealth Management,2,29.83333333333333,,0,1
E02147,2024-12-20,Meets Expectations,2024-H2,False,77.8,E01041,,0,0,0,0.83,Wealth Management,2,29.83333333333333,,0,1
E02147,2025-05-15,Below Expectations,2025-H1,False,57.5,E01041,,0,0,0,0.83,Wealth Management,2,29.83333333333333,,0,1
E02148,2024-05-29,Meets Expectations,2024-H1,False,72.1,E11531,,0,0,0,0.95,Insurance,3,29.83333333333333,,0,1
E02148,2024-12-26,Meets Expectations,2024-H2,False,64.7,E11531,,0,0,0,0.95,Insurance,3,29.83333333333333,,0,1
E02148,2025-06-22,Meets Expectations,2025-H1,False,68.8,E11531,,0,0,0,0.95,Insurance,3,29.83333333333333,,0,1
E02149,2024-06-24,High Performer,2024-H1,False,61.1,E09824,,0,0,0,0.91,Technology,2,29.83333333333333,,0,1
E02149,2024-12-23,Meets Expectations,2024-H2,False,67.2,E09824,,0,0,0,0.91,Technology,2,29.83333333333333,,0,1
E02149,2025-05-17,High Performer,2025-H1,False,64.5,E09824,,0,0,0,0.91,Technology,2,29.83333333333333,,0,1
E02150,2024-06-01,Meets Expectations,2024-H1,False,64.8,E01226,,0,0,0,0.88,Risk & Compliance,2,29.83333333333333,,0,1
E02150,2024-11-26,Meets Expectations,2024-H2,False,68.8,E01226,,0,0,0,0.88,Risk & Compliance,2,29.83333333333333,,0,1
