employee_id,wave_number,survey_date,response_flag,manager_effectiveness,psychological_safety,recognition,career_development,senior_leadership_trust,purpose_meaning,wellbeing,confidence_in_role_future
E11642,4,2025-01-25,True,3.6,1.13,2.99,1.84,2.53,4.05,2.47,3.96
E11727,2,2024-07-02,True,3.27,3.16,3.98,2.26,2.93,3.34,3.33,2.93
E11737,2,2024-07-03,True,2.31,3.62,2.98,3.7,3.76,3.01,3.6,2.79
E11905,2,2024-07-04,True,1.93,1.77,3.2,3.19,4.44,3.1,4.03,3.17
E11905,3,2024-09-01,False,,,,,,,,
E11905,4,2025-02-01,False,,,,,,,,
E11925,2,2024-07-08,True,3.46,5.0,3.59,2.99,2.48,3.77,4.02,2.78
E11970,2,2024-07-05,False,,,,,,,,
E11981,2,2024-06-30,True,2.26,3.1,2.88,2.48,2.27,1.56,3.4,2.81
E11981,3,2024-10-08,True,1.71,3.15,3.61,2.12,1.81,3.16,4.04,2.16
E12082,2,2024-07-02,False,,,,,,,,
E12082,3,2024-10-27,True,3.09,3.78,3.61,5.0,2.99,3.18,1.93,2.91
E12082,4,2025-02-01,True,2.9,3.79,3.48,4.8,3.55,3.32,2.2,3.69
E12114,3,2024-10-11,True,2.25,3.85,1.0,2.52,2.05,1.78,1.77,2.65
E12114,4,2025-02-02,False,,,,,,,,
E12284,3,2024-09-16,True,2.51,1.83,2.56,2.26,1.91,2.29,1.94,2.9
E12284,4,2025-01-30,True,2.21,3.15,3.24,2.38,1.0,3.54,2.55,2.43
E12400,3,2024-09-25,True,3.45,5.0,4.83,2.29,3.24,2.66,3.16,2.71
E12400,4,2025-02-08,True,3.47,4.89,4.92,2.25,3.43,3.1,4.22,3.29
E12709,3,2024-09-08,False,,,,,,,,
E12709,4,2025-01-29,True,2.51,2.67,2.91,2.97,1.47,1.62,2.53,2.19
E13055,3,2024-09-26,True,3.26,2.7,4.43,3.15,4.27,1.59,2.34,2.53
E13055,4,2025-02-04,True,3.28,3.75,5.0,3.31,4.02,1.75,2.98,3.22
E13132,3,2024-10-03,False,,,,,,,,
E13178,3,2024-09-07,True,3.76,2.15,2.65,2.05,3.21,1.0,1.69,2.8
E13178,4,2025-01-26,True,3.13,1.54,2.23,1.0,3.47,1.89,1.95,2.73
E13191,3,2024-09-27,False,,,,,,,,
E13191,4,2025-02-02,True,2.93,3.74,4.21,2.77,3.36,2.14,3.67,3.95
E13222,4,2025-02-01,True,4.16,3.55,3.51,4.1,3.99,4.1,3.89,5.0
E13222,5,2025-08-07,True,4.25,4.02,3.87,4.0,4.14,3.67,3.82,3.67
E13285,4,2025-01-29,True,3.69,3.14,4.32,3.58,3.56,3.12,2.39,3.22
E13448,5,2025-08-06,True,2.67,1.55,3.51,3.04,2.54,2.8,1.0,3.28
E14155,5,2025-08-06,True,2.63,2.41,4.68,4.34,5.0,2.5,3.86,4.0
E14366,5,2025-08-04,True,3.57,3.26,4.68,3.42,2.68,2.6,2.98,3.28
