employee_id,manager_id,status,hire_date,exit_date,cutoff_date,tenure_months,tenure_months_raw,tenure_months_raw_reliable_flag,salary,compa_ratio,compa_ratio_outside_screening_band,role_family,job_title,role_level,department,hire_source,legacy_entity,contract_type,hipo_flag,promotion_eligible,acting_appointment,data_source_system,gender,age_band,cultural_background,engagement_n_waves_available,engagement_n_responses_available,engagement_response_rate,engagement_recent_non_response_flag,engagement_consecutive_non_responses,engagement_responder_to_nonresponder_transition_flag,manager_effectiveness_latest_score,manager_effectiveness_earliest_score,manager_effectiveness_abs_change,manager_effectiveness_slope_per_wave,manager_effectiveness_volatility,manager_effectiveness_persistent_low_flag,manager_effectiveness_consecutive_deterioration_flag,psychological_safety_latest_score,psychological_safety_earliest_score,psychological_safety_abs_change,psychological_safety_slope_per_wave,psychological_safety_volatility,psychological_safety_persistent_low_flag,psychological_safety_consecutive_deterioration_flag,recognition_latest_score,recognition_earliest_score,recognition_abs_change,recognition_slope_per_wave,recognition_volatility,recognition_persistent_low_flag,recognition_consecutive_deterioration_flag,career_development_latest_score,career_development_earliest_score,career_development_abs_change,career_development_slope_per_wave,career_development_volatility,career_development_persistent_low_flag,career_development_consecutive_deterioration_flag,senior_leadership_trust_latest_score,senior_leadership_trust_earliest_score,senior_leadership_trust_abs_change,senior_leadership_trust_slope_per_wave,senior_leadership_trust_volatility,senior_leadership_trust_persistent_low_flag,senior_leadership_trust_consecutive_deterioration_flag,purpose_meaning_latest_score,purpose_meaning_earliest_score,purpose_meaning_abs_change,purpose_meaning_slope_per_wave,purpose_meaning_volatility,purpose_meaning_persistent_low_flag,purpose_meaning_consecutive_deterioration_flag,wellbeing_latest_score,wellbeing_earliest_score,wellbeing_abs_change,wellbeing_slope_per_wave,wellbeing_volatility,wellbeing_persistent_low_flag,wellbeing_consecutive_deterioration_flag,confidence_in_role_future_latest_score,confidence_in_role_future_earliest_score,confidence_in_role_future_abs_change,confidence_in_role_future_slope_per_wave,confidence_in_role_future_volatility,confidence_in_role_future_persistent_low_flag,confidence_in_role_future_consecutive_deterioration_flag,performance_n_reviews_available,performance_latest_rating,performance_previous_rating,performance_rating_change_ordinal,performance_goal_achievement_latest,performance_goal_achievement_trend,performance_promotion_recommendation_count,performance_promotion_recommendation_rate,performance_promotion_recommendation_ever,departed,voluntary_exit,regrettable_exit,regrettable_voluntary_exit,pull_exit,exit_type,pathway,stated_exit_reason,performance_band_at_exit
E04379,E10726,active,2005-04-18,,2025-12-31,249,252,False,75600.0,1.03,False,Risk-Compliance,Compliance Officer,1,Technology,referral,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,40-44,Anglo-Australian,5,5,1.0,False,0.0,False,3.79,3.18,0.6099999999999999,0.1200000000000002,0.2858671019897183,False,False,3.28,2.22,1.0599999999999996,0.30099999999999993,0.5181698563212644,False,False,3.24,3.43,-0.18999999999999995,0.016000000000000226,0.7044359445684185,False,True,3.33,3.05,0.28000000000000025,0.07400000000000002,0.18376615575235836,False,False,3.85,3.51,0.3400000000000003,0.1150000000000002,0.3881752181682905,False,False,3.91,2.91,1.0,0.40800000000000014,0.9338254654912771,False,False,4.07,2.83,1.2400000000000002,0.338,0.6700522367696419,False,False,2.83,2.35,0.48,0.11699999999999984,0.26910964308251756,False,False,3,Meets Expectations,Meets Expectations,0.0,58.2,-12.050000000000002,0,0.0,False,False,False,False,False,False,,,,
E04380,E00104,active,2005-04-18,,2025-12-31,249,252,False,131100.0,0.94,False,Risk-Compliance,"Manager, Insurance",2,Insurance,graduate,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,50-54,Anglo-Australian,5,4,0.8,False,0.0,True,2.85,2.13,0.7200000000000002,0.14171428571428585,0.4515897843544885,False,False,3.14,3.13,0.010000000000000231,0.09371428571428608,0.657317782101372,False,False,2.98,2.6,0.3799999999999999,0.10771428571428611,0.25408331966765013,False,False,2.67,2.97,-0.30000000000000027,-0.02257142857142829,0.36890604043125497,False,False,2.31,3.59,-1.2799999999999998,-0.38228571428571406,0.7668333152213284,False,True,2.04,2.64,-0.6000000000000001,-0.16257142857142834,0.3096637961833231,False,True,3.09,2.76,0.33000000000000007,0.040285714285714515,0.5335025773133624,False,False,3.63,3.06,0.5699999999999998,0.18085714285714308,0.3810839802458245,False,False,3,Outstanding,Meets Expectations,2.0,86.2,7.949999999999992,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04381,E06696,active,2005-04-18,,2025-12-31,249,252,False,91400.0,1.01,False,Management,Coordinator,1,Retail Banking,direct,NovaCorp-Origin,Casual,False,False,False,WorkdayHR,Female,45-49,Middle Eastern,5,5,1.0,False,0.0,False,4.45,3.78,0.6700000000000004,0.09100000000000015,0.3128098463923411,False,False,3.25,3.66,-0.41000000000000014,-0.01899999999999978,0.2752635101134911,False,False,3.11,2.86,0.25,0.06400000000000014,0.45197345054770627,False,True,2.73,2.65,0.08000000000000007,-0.023000000000000066,0.15026643005009477,False,True,4.24,3.5,0.7400000000000002,0.10699999999999996,0.38555155297314014,False,False,1.27,3.12,-1.85,-0.3650000000000001,0.8788344554010159,True,False,3.41,2.39,1.02,0.3080000000000001,0.6414670685233967,False,False,3.84,1.86,1.9799999999999998,0.41400000000000003,0.7559761901012491,False,False,3,Meets Expectations,High Performer,-1.0,70.9,3.5499999999999963,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04382,E00022,active,2005-04-19,,2025-12-31,249,252,False,146800.0,0.94,False,Operations-Processing,Senior Analyst,1,Insurance,agency,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Male,55-59,Prefer not to say,5,3,0.6,False,0.0,True,2.22,3.86,-1.6399999999999997,-0.5228571428571426,0.8207313811473275,False,True,2.38,3.44,-1.06,-0.4092857142857144,0.7668767828015136,False,False,2.36,2.6,-0.2400000000000002,-0.10071428571428553,0.22516660498395413,False,False,3.64,3.43,0.20999999999999996,0.1542857142857147,0.7092954250522132,False,False,2.34,3.02,-0.6800000000000002,-0.24857142857142822,0.4176122603564221,False,False,3.95,4.02,-0.0699999999999994,-0.0207142857142852,0.03785938897200153,False,True,3.33,3.22,0.10999999999999988,-0.003571428571428119,0.31942656954820364,False,False,2.51,3.8,-1.29,-0.42714285714285694,0.6528654787422393,False,True,3,High Performer,Outstanding,-1.0,79.3,17.350000000000005,2,0.6666666666666666,True,False,False,False,False,False,,,,
E04383,E09622,active,2005-04-20,,2025-12-31,249,252,False,171900.0,0.92,False,Management,"Senior Manager, Retail Banking",3,Retail Banking,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,50-54,Anglo-Australian,5,5,1.0,False,0.0,False,5.0,4.11,0.8899999999999997,0.2089999999999997,0.3673281911315818,False,False,3.07,3.51,-0.43999999999999995,-0.09400000000000011,0.2880972058177588,False,False,3.58,4.81,-1.2299999999999995,-0.1749999999999999,0.5725644068574293,False,False,4.06,3.68,0.37999999999999945,0.1069999999999998,0.5516067439761774,False,False,4.92,4.21,0.71,0.28600000000000025,0.7726059797852979,False,False,3.88,3.7,0.17999999999999972,-0.07699999999999997,0.6528169728185688,False,True,4.01,3.38,0.6299999999999999,0.15100000000000013,0.3420087718173321,False,False,2.49,2.62,-0.1299999999999999,0.12200000000000011,0.6553090873778571,False,True,3,Meets Expectations,Meets Expectations,0.0,73.3,2.4999999999999853,0,0.0,False,False,False,False,False,False,,,,
E04385,E01388,active,2005-04-21,,2025-12-31,249,251,False,118100.0,0.98,False,Technology,Senior Engineer,1,Corporate Operations,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,55-59,Anglo-Australian,5,5,1.0,False,0.0,False,4.09,2.84,1.25,0.10900000000000008,0.817783589955191,False,False,3.27,4.14,-0.8699999999999997,-0.1959999999999995,0.5301603531008329,False,False,3.2,2.98,0.2200000000000002,0.03899999999999995,0.31901410627118043,False,False,2.83,3.54,-0.71,-0.16799999999999993,0.33603571238783536,False,True,1.65,2.32,-0.6699999999999999,-0.239,0.5827778307382668,False,True,1.96,1.25,0.71,0.1950000000000002,0.6427830115987822,True,False,2.98,4.19,-1.2100000000000004,-0.23299999999999996,0.540989833545881,False,True,4.43,4.23,0.1999999999999993,-0.08400000000000019,0.4717838488121439,False,True,3,Meets Expectations,Outstanding,-2.0,55.1,-9.55000000000001,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04386,E02332,active,2005-04-22,,2025-12-31,249,251,False,86900.0,0.96,False,Risk-Compliance,Risk Analyst,1,Retail Banking,agency,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,55-59,Anglo-Australian,5,4,0.8,True,1.0,True,2.29,3.77,-1.48,-0.4420000000000001,0.6994045086119095,False,False,4.02,2.87,1.1499999999999995,0.3029999999999995,0.5049999999999998,False,False,4.28,4.18,0.10000000000000053,-0.044,0.32207659544483114,False,False,1.77,2.68,-0.9100000000000001,-0.21499999999999997,0.4439500722678921,True,False,3.77,3.17,0.6000000000000001,0.056999999999999613,0.5912345840132607,False,False,2.1,1.86,0.24,0.1319999999999999,0.3323151115031233,False,False,2.81,3.01,-0.19999999999999973,-0.15700000000000008,0.43030028274837717,False,False,5.0,3.73,1.27,0.44099999999999967,0.5772564421468158,False,False,3,Meets Expectations,Meets Expectations,0.0,52.6,-10.249999999999991,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04387,E09089,active,2005-05-01,,2025-12-31,248,251,False,138800.0,0.98,False,Operations-Processing,Senior Analyst,1,Wealth Management,agency,NovaCorp-Origin,Part-time,False,False,False,WorkdayHR,Female,55-59,Maori/Aboriginal & Torres Strait Islander,5,4,0.8,True,1.0,True,3.86,3.84,0.020000000000000018,0.07800000000000015,0.37389838191679853,False,False,3.52,4.28,-0.7600000000000002,-0.18999999999999995,0.4014556845614056,False,False,4.92,4.07,0.8499999999999996,0.28299999999999964,0.46385162857678247,False,False,4.33,3.27,1.06,0.24400000000000016,0.7013320659050652,False,False,3.92,4.48,-0.5600000000000005,-0.15300000000000014,0.3286715685908959,False,False,4.09,3.4,0.69,0.178,0.37282703764614494,False,False,4.23,4.02,0.21000000000000085,0.06800000000000028,0.6526101439603893,False,False,3.84,3.94,-0.10000000000000009,-0.07299999999999986,0.1820942979154849,False,False,3,Outstanding,Meets Expectations,2.0,89.8,10.85,0,0.0,False,False,False,False,False,False,,,,
E04388,E02694,active,2005-05-03,,2025-12-31,248,251,False,63800.0,1.06,False,Client-Advisory,Client Service Officer,1,Retail Banking,direct,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Female,45-49,Anglo-Australian,5,5,1.0,False,0.0,False,2.48,2.81,-0.33000000000000007,-0.08299999999999993,0.27833433133553614,False,False,2.98,2.99,-0.010000000000000231,0.03899999999999996,0.21220273325289676,False,False,2.8,3.17,-0.3700000000000001,-0.04399999999999978,0.3717526059088222,False,True,3.44,4.04,-0.6000000000000001,-0.11799999999999994,0.3128577951721836,False,True,1.62,2.52,-0.8999999999999999,-0.3520000000000004,0.8690972327651262,True,False,3.89,4.06,-0.16999999999999948,-0.15599999999999958,0.46731145930738743,False,True,3.25,3.74,-0.4900000000000002,-0.11299999999999999,0.649715322275841,False,True,2.16,2.16,0.0,-0.061999999999999826,0.3080259729308553,True,False,3,Meets Expectations,Meets Expectations,0.0,52.3,0.4499999999999933,0,0.0,False,False,False,False,False,False,,,,
E04391,E02278,departed,2005-05-04,2025-05-30,2025-05-30,241,244,False,131100.0,0.95,False,Client-Advisory,Senior Adviser,1,Retail Banking,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,50-54,South Asian,4,3,0.75,True,1.0,True,1.67,2.86,-1.19,-0.5950000000000004,0.6102731628814537,False,True,1.8,2.56,-0.76,-0.38000000000000067,0.45390894828515255,False,False,2.14,2.29,-0.1499999999999999,-0.07500000000000037,0.07505553499465131,False,True,2.69,3.87,-1.1800000000000002,-0.590000000000001,0.5913825608972025,False,True,4.0,4.06,-0.05999999999999961,-0.030000000000000197,0.045825756949558295,False,False,3.55,3.53,0.020000000000000018,0.009999999999999717,0.015275252316519577,False,False,3.09,3.14,-0.050000000000000266,-0.025000000000000813,0.292631736715848,False,False,4.1,3.86,0.23999999999999977,0.11999999999999962,0.12342339054382395,False,False,3,Meets Expectations,High Performer,-1.0,71.0,9.100000000000017,0,0.0,False,True,True,False,False,False,voluntary,push,Career advancement,Meets Expectations
E04392,E06233,departed,2005-05-04,2024-03-03,2024-03-03,227,229,False,80000.0,0.93,False,Operations-Processing,Processing Officer,1,Wealth Management,agency,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Female,40-44,South Asian,1,1,1.0,False,0.0,,3.06,3.06,,,,False,,2.2,2.2,,,,False,,4.67,4.67,,,,False,,3.45,3.45,,,,False,,5.0,5.0,,,,False,,3.57,3.57,,,,False,,2.52,2.52,,,,False,,2.71,2.71,,,,False,,1,High Performer,,,73.2,,1,1.0,True,True,False,False,False,False,involuntary,push,Involuntary - performance,Unsatisfactory
E04393,E14407,active,2005-05-05,,2025-12-31,248,251,False,172200.0,1.03,False,Technology,"Manager, Technology",2,Technology,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Non-binary,45-49,Anglo-Australian,5,5,1.0,False,0.0,False,1.66,1.8,-0.14000000000000012,0.054000000000000034,0.5065570056765575,True,True,5.0,5.0,0.0,0.03900000000000019,0.5404905179556807,False,True,3.29,3.08,0.20999999999999996,-0.02999999999999996,0.46181164991801593,False,False,4.15,4.06,0.09000000000000075,0.09000000000000027,0.258708329977989,False,False,4.93,3.45,1.4799999999999995,0.38199999999999973,0.6229205406791463,False,False,2.96,3.59,-0.6299999999999999,-0.24699999999999991,0.7169867502262507,False,False,5.0,4.44,0.5599999999999996,0.04799999999999978,0.316985804098543,False,True,3.04,3.37,-0.33000000000000007,-0.04399999999999997,0.4579519625462914,False,False,3,Unsatisfactory,High Performer,-3.0,40.4,-23.099999999999998,2,0.6666666666666666,True,False,False,False,False,False,,,,
E04394,E00995,active,2005-05-05,,2025-12-31,248,251,False,77700.0,0.93,False,Corporate-Support,Graduate,1,Insurance,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,50-54,European (non-Anglo),5,5,1.0,False,0.0,False,3.28,2.41,0.8699999999999997,0.234,0.46813459602981694,False,False,2.73,2.77,-0.040000000000000036,0.03800000000000025,0.28340783334269365,False,False,3.54,3.26,0.28000000000000025,0.010000000000000233,0.2296083622170587,False,True,3.62,3.23,0.3900000000000001,0.15700000000000014,0.6809772389735211,False,True,2.24,2.57,-0.3299999999999996,-0.09999999999999964,0.46479027528553135,False,False,5.0,3.44,1.56,0.2819999999999999,0.6436380970700849,False,False,2.1,3.6,-1.5,-0.3719999999999997,0.7232426978545997,False,True,2.99,3.77,-0.7799999999999998,-0.2909999999999998,0.6820557161991974,False,True,3,Below Expectations,Below Expectations,0.0,45.1,-14.450000000000008,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04396,E10271,active,2005-05-10,,2025-12-31,248,251,False,146300.0,1.0,False,Technology,"Manager, Corporate Operations",2,Corporate Operations,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,45-49,European (non-Anglo),5,4,0.8,False,0.0,True,3.96,3.56,0.3999999999999999,0.1631428571428577,0.4506569279026638,False,False,2.7,2.35,0.3500000000000001,0.15800000000000017,0.4782171752108728,False,False,3.38,3.31,0.06999999999999984,0.030285714285714537,0.33926390907374754,False,False,2.92,3.19,-0.27,-0.020571428571428105,0.3619392214170772,False,False,4.53,3.92,0.6100000000000003,0.12657142857142953,0.280876603985926,False,False,3.24,3.54,-0.2999999999999998,-0.013428571428571016,0.5390346309221082,False,False,3.26,4.97,-1.71,-0.4342857142857135,0.7495331880577403,False,True,3.68,3.31,0.3700000000000001,0.08285714285714327,0.3523729085310995,False,True,3,Meets Expectations,Outstanding,-2.0,59.4,-0.6500000000000042,0,0.0,False,False,False,False,False,False,,,,
E04397,E12933,active,2005-05-12,,2025-12-31,248,251,False,164300.0,0.81,False,Operations-Processing,"Manager, Corporate Operations",2,Corporate Operations,direct,NovaCorp-Origin,Part-time,False,True,False,WorkdayHR,Female,35-39,Anglo-Australian,5,4,0.8,True,1.0,True,1.98,2.07,-0.08999999999999986,-0.06800000000000007,0.5034878350069641,True,True,2.3,1.9,0.3999999999999999,0.10400000000000047,0.6924353158719353,False,True,3.05,1.68,1.3699999999999999,0.5699999999999998,0.8569130644353604,True,False,4.22,3.9,0.31999999999999984,0.06299999999999967,0.32755406678389226,False,True,2.62,2.96,-0.33999999999999986,-0.07499999999999993,0.31689903754981635,False,False,2.36,1.62,0.7399999999999998,0.2959999999999999,0.42972859651955514,True,False,2.79,2.64,0.1499999999999999,0.12599999999999983,0.4585847795119241,False,False,1.85,2.67,-0.8199999999999998,-0.2209999999999998,0.351982480624628,False,False,3,Meets Expectations,Unsatisfactory,2.0,68.6,2.4499999999999784,0,0.0,False,False,False,False,False,False,,,,
E04398,E13072,active,2005-05-12,,2025-12-31,248,251,False,98400.0,0.93,False,Client-Advisory,Adviser,1,Retail Banking,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,45-49,Maori/Aboriginal & Torres Strait Islander,5,4,0.8,False,0.0,False,2.92,2.81,0.10999999999999988,0.04899999999999991,0.3244867742553872,False,False,4.08,3.29,0.79,0.33299999999999985,0.6578943684209495,False,False,2.81,2.63,0.18000000000000016,-0.00599999999999986,0.32954514106568167,False,False,4.22,3.0,1.2199999999999998,0.37799999999999984,0.7131619731870172,False,False,2.56,1.0,1.56,0.48699999999999977,0.8497205422961127,False,False,3.17,3.43,-0.26000000000000023,-0.13799999999999996,0.29320072760255333,False,True,1.0,2.49,-1.4900000000000002,-0.5449999999999996,0.7428043708361801,True,True,2.67,2.64,0.029999999999999805,0.010000000000000214,0.3985808157283371,False,False,3,Meets Expectations,Below Expectations,1.0,60.9,-4.299999999999999,0,0.0,False,False,False,False,False,False,,,,
E04399,E06274,active,2005-05-13,,2025-12-31,248,251,False,141700.0,1.08,False,Corporate-Support,Senior Specialist,1,Risk & Compliance,referral,NovaCorp-Origin,Part-time,False,True,False,WorkdayHR,Prefer not to say,50-54,Anglo-Australian,5,4,0.8,True,1.0,True,1.03,1.0,0.030000000000000027,0.015000000000000194,0.3561249780624774,True,False,1.51,2.66,-1.1500000000000001,-0.3660000000000001,0.48969378186781176,False,True,2.76,4.1,-1.3399999999999999,-0.4949999999999995,0.6795770743631658,False,True,2.37,3.95,-1.58,-0.5549999999999999,0.7303595005201207,False,True,3.14,2.82,0.3200000000000003,0.11900000000000004,0.24716728478232447,False,False,3.8,3.6,0.19999999999999973,0.007999999999999669,0.36751417206233916,False,True,1.52,2.87,-1.35,-0.45300000000000007,0.5917417792697532,False,True,3.69,3.7,-0.010000000000000231,0.041999999999999836,0.2951270912674742,False,False,3,Meets Expectations,Below Expectations,1.0,55.6,-5.100000000000003,0,0.0,False,False,False,False,False,False,,,,
E04401,E04029,active,2005-05-15,,2025-12-31,248,251,False,99100.0,0.94,False,Client-Advisory,Adviser,1,Executive Leadership,agency,NovaCorp-Origin,Full-time,False,True,False,WorkdayHR,Male,55-59,South Asian,5,5,1.0,False,0.0,False,1.4,2.54,-1.1400000000000001,-0.32000000000000006,0.6038874067241343,True,True,2.83,2.02,0.81,0.14500000000000013,0.463324939971938,False,False,4.47,4.29,0.17999999999999972,0.06999999999999985,0.41575233011974816,False,True,1.67,3.11,-1.44,-0.2809999999999999,0.6806761344428053,True,True,3.26,2.13,1.13,0.2199999999999998,0.41063365668196267,False,False,2.27,1.96,0.31000000000000005,0.07099999999999997,0.16694310408040217,True,False,3.49,3.66,-0.16999999999999993,-0.007999999999999556,0.5618896688852715,False,False,2.39,3.1,-0.71,-0.20499999999999993,0.45800655017150144,False,True,3,Meets Expectations,Meets Expectations,0.0,54.8,-14.200000000000012,0,0.0,False,False,False,False,False,False,,,,
E04402,E04575,active,2005-05-17,,2025-12-31,248,251,False,139200.0,0.95,False,Client-Advisory,Senior Adviser,1,Insurance,direct,NovaCorp-Origin,Casual,False,True,False,WorkdayHR,Male,50-54,Anglo-Australian,5,3,0.6,True,1.0,True,2.07,2.73,-0.6600000000000001,-0.3299999999999999,0.3300505011863084,False,True,2.77,3.76,-0.9899999999999998,-0.4949999999999989,0.5450076452063156,False,True,5.0,3.91,1.0899999999999999,0.5450000000000006,0.6127261487266015,False,False,3.89,2.64,1.25,0.6250000000000009,0.654242564599196,False,False,4.16,3.31,0.8500000000000001,0.42500000000000043,0.5924806607251695,False,False,2.21,3.07,-0.8599999999999999,-0.4300000000000001,0.46576102599222846,False,True,2.7,3.1,-0.3999999999999999,-0.19999999999999912,0.3511884584284245,False,False,1.84,2.31,-0.47,-0.2349999999999998,0.43546909572704856,True,False,3,Meets Expectations,Meets Expectations,0.0,70.2,-1.4000000000000035,0,0.0,False,False,False,False,False,False,,,,
E04403,E09193,active,2005-05-21,,2025-12-31,248,250,False,165000.0,1.15,False,Risk-Compliance,"Manager, Risk & Compliance",2,Risk & Compliance,agency,NovaCorp-Origin,Part-time,False,True,False,WorkdayHR,Male,50-54,Middle Eastern,5,4,0.8,False,0.0,True,3.95,3.71,0.2400000000000002,0.08199999999999943,0.1733974240485327,False,False,3.14,2.87,0.27,0.027999999999999765,0.2990401310861136,False,True,3.65,3.92,-0.27,-0.05100000000000051,0.3527510926040248,False,False,4.23,3.1,1.1300000000000003,0.20799999999999952,0.4897873688312785,False,False,3.51,3.9,-0.3900000000000001,-0.20700000000000068,0.5569560126257729,False,False,4.24,3.71,0.5300000000000002,0.10599999999999953,0.23414738947936206,False,False,4.47,3.64,0.8299999999999996,0.08799999999999927,0.48951506616242146,False,False,2.5,3.97,-1.4700000000000002,-0.2590000000000008,0.6182232606429493,False,False,3,Meets Expectations,High Performer,-1.0,61.0,-2.1500000000000026,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04404,E02768,active,2005-05-24,,2025-12-31,248,250,False,146100.0,1.09,False,Technology,Senior Engineer,1,Technology,agency,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,55-59,East Asian,5,5,1.0,False,0.0,False,3.8,5.0,-1.2000000000000002,-0.19900000000000015,0.5591779680924491,False,True,3.77,3.58,0.18999999999999995,0.03899999999999993,0.23252956801232816,False,True,3.06,2.82,0.2400000000000002,0.0810000000000001,0.1479864858694875,False,False,4.2,4.97,-0.7699999999999996,-0.17199999999999976,0.33087762088119516,False,True,4.09,4.67,-0.5800000000000001,-0.10999999999999988,0.38813657390150713,False,False,4.46,3.37,1.0899999999999999,0.3300000000000001,0.5856620185738527,False,False,3.89,2.82,1.0700000000000003,0.26699999999999996,0.6363725324053515,False,False,4.78,4.5,0.28000000000000025,0.05400000000000028,0.1978130430482277,False,True,3,Meets Expectations,Meets Expectations,0.0,84.8,6.750000000000005,0,0.0,False,False,False,False,False,False,,,,
E04405,E03314,active,2005-05-26,,2025-12-31,248,250,False,93900.0,0.95,False,Client-Advisory,Adviser,1,Risk & Compliance,referral,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,45-49,Middle Eastern,5,4,0.8,False,0.0,True,3.75,3.01,0.7400000000000002,0.17257142857142876,0.5562972826346239,False,False,2.11,2.98,-0.8700000000000001,-0.17371428571428535,0.3854867053479277,False,False,1.74,3.22,-1.4800000000000002,-0.34714285714285686,0.6082420022765063,False,True,1.69,1.37,0.31999999999999984,0.026571428571428673,0.3020347662107791,True,False,3.65,4.02,-0.36999999999999966,-0.06714285714285662,0.22081289213570235,False,False,2.22,3.22,-1.0,-0.24342857142857122,0.41737273509418416,False,True,3.15,3.14,0.009999999999999787,-0.05885714285714259,0.35688466857889356,False,False,2.67,2.96,-0.29000000000000004,-0.0977142857142854,0.21886068628239294,False,True,3,Outstanding,Meets Expectations,2.0,82.6,8.15,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04406,E04319,active,2005-05-26,,2025-12-31,248,250,False,346500.0,0.89,False,Management,"Director, Technology",4,Technology,referral,NovaCorp-Origin,Full-time,True,False,False,WorkdayHR,Male,45-49,Anglo-Australian,5,4,0.8,False,0.0,True,2.52,3.06,-0.54,-0.21085714285714258,0.6234580980306536,False,False,3.93,2.57,1.3600000000000003,0.3814285714285716,0.9237378776832023,False,False,2.93,2.92,0.010000000000000231,-0.0034285714285712046,0.18920887928424512,False,True,1.79,1.85,-0.06000000000000005,-0.004571428571428511,0.05887840577551903,True,False,1.95,1.94,0.010000000000000009,0.08514285714285737,0.4843208303043207,True,False,2.1,3.37,-1.27,-0.3488571428571428,0.6443278151169118,False,True,4.08,3.71,0.3700000000000001,0.004000000000000187,0.5081010398204935,False,False,3.36,2.49,0.8699999999999997,0.1308571428571428,0.5330728530573158,False,False,3,High Performer,High Performer,0.0,76.6,7.199999999999987,0,0.0,False,False,False,False,False,False,,,,
E04407,E03310,active,2005-05-27,,2025-12-31,248,250,False,98200.0,1.04,False,Corporate-Support,Specialist,1,Retail Banking,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Female,50-54,Anglo-Australian,5,5,1.0,False,0.0,False,4.3,4.43,-0.1299999999999999,0.007000000000000165,0.4710307845565935,False,False,3.82,5.0,-1.1800000000000002,-0.247,0.4786961457960571,False,True,3.74,3.46,0.28000000000000025,0.07299999999999986,0.25938388538997564,False,False,1.83,1.96,-0.1299999999999999,-0.013999999999999882,0.14498275759551543,True,True,4.53,3.66,0.8700000000000001,0.23600000000000015,0.46014128265131776,False,False,2.23,3.09,-0.8599999999999999,-0.09399999999999994,0.4523494224601155,False,False,3.68,2.97,0.71,0.10399999999999983,0.4196665342864497,False,True,4.53,2.85,1.6800000000000002,0.4380000000000003,0.7067672884337531,False,False,3,Meets Expectations,High Performer,-1.0,60.9,-5.1499999999999915,1,0.3333333333333333,True,False,False,False,False,False,,,,
E04408,E07084,departed,2005-05-28,2025-10-08,2025-10-08,246,247,True,177600.0,1.06,False,Risk-Compliance,"Senior Manager, Insurance",3,Insurance,direct,NovaCorp-Origin,Full-time,False,False,False,WorkdayHR,Male,45-49,Anglo-Australian,5,3,0.6,True,2.0,True,3.62,3.96,-0.33999999999999986,-0.17000000000000048,0.596322060635023,False,False,2.63,2.64,-0.010000000000000231,-0.005000000000000911,0.18770544300401448,False,False,2.44,2.74,-0.30000000000000027,-0.15000000000000052,0.3304542328371662,False,False,2.13,2.42,-0.29000000000000004,-0.14500000000000024,0.4923751956926073,False,False,2.7,3.69,-0.9899999999999998,-0.4950000000000002,0.5164300533470142,False,True,3.12,3.13,-0.009999999999999787,-0.0050000000000004555,0.2858321185591291,False,False,3.66,4.13,-0.46999999999999975,-0.2350000000000005,0.249466096560902,False,True,4.06,3.54,0.5199999999999996,0.25999999999999923,0.6122091146005586,False,False,3,Outstanding,High Performer,1.0,87.5,16.950000000000003,1,0.3333333333333333,True,True,False,False,False,False,involuntary,push,Involuntary - performance,Unsatisfactory
